
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2002-10-24,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,394,Broadmeadows,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A12143

#LOCATION
Latitude,Longitude,Height
-37.68,144.95,110

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2002-10-24,01:51:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
325.1,4,359.5,-0.932,336,0,0,Dobson,115

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80,,0.064,26.6,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
997,2.4,14
940,2.9,8
850,2.8,1
781,3.5,4
752,2.7,3
700,3.4,1
648,2.8,-2
600,3.7,-7
577,3.7,-9
534,2.5,-13
500,2.3,-17
474,2.7,-20
455,2.7,-22
437,2.7,-25
419,3,-26
369,3.2,-33
354,2.6,-35
339,2.3,-37
300,2.1,-45
271,2,-50
259,2.1,-53
247,2,-56
225,3.5,-56
214,4.6,-58
200,5.3,-58
186,5.9,-54
169,5.4,-54
162,5.1,-54
154,5.8,-54
150,5.7,-54
134,4.7,-55
122,3.5,-57
116,4.6,-58
111,5.7,-58
106,5.8,-58
101,5.6,-59
100,5.8,-59
96,6.8,-59
91.5,6.6,-59
87.3,5.8,-58
79.3,6.3,-60
75.6,9,-58
72.1,13.4,-57
70,13.4,-58
65.6,15.6,-56
62.5,15.6,-57
59.6,15.6,-57
56.9,16.3,-55
54.3,13.7,-56
51.8,12,-56
50,12.2,-56
49.4,12.2,-56
47.1,12.9,-55
44.9,13.4,-56
42.9,13.5,-56
40.9,15.1,-55
39,16.3,-53
37.3,16.5,-52
31,15.9,-49
30,15.5,-49
28.3,15.1,-50
27,14.6,-50
25.8,14.3,-50
23.5,14.6,-50
22.5,14.4,-49
21.5,13.9,-49
20.5,13.8,-49
20,13.4,-49
19.6,13.1,-48
18.7,13.4,-47
17.1,13.2,-46
15.6,11.9,-46
14.3,11.5,-45
13.7,10.9,-45
12.5,10.3,-45
11.9,10,-44
11.4,9.5,-44
10,8.7,-44
9.6,8.6,-43
8.7,8.2,-42
8,7.7,-38
7,6.6,-38
6.4,5.9,-39
6.2,5.6,-37
5.7,5.1,-36
