
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2002-02-28,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,394,Broadmeadows,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A11054

#LOCATION
Latitude,Longitude,Height
-37.68,144.95,110

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2002-02-28,01:02:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
139.7,4,239.8,-1.168,280,0,0,Dobson,115
* Premature burst at 20 hPa

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80,,0.017,27.1,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1006,1.1,17
1000,1.2,16
983,1.4,14
915,1.7,8
850,1.7,2
789,1.9,2
760,1.9,5
733,1.6,3
700,1.7,2
680,1.8,1
655,2.1,0
631,1.6,-2
608,1.9,-4
563,1.5,-9
541,1.7,-11
520,2.1,-13
500,2,-15
392,1.6,-29
375,1.6,-32
345,1.4,-36
316,1.5,-40
302,1.3,-42
300,1.3,-42
264,2.2,-48
241,3.1,-48
230,3.3,-48
220,3,-49
210,2.5,-50
200,2.7,-51
183,2.7,-54
166,2.8,-55
150,2.7,-57
131,3,-58
125,2.9,-58
119,3.1,-59
114,3.8,-60
108,4,-61
103,3.2,-62
100,3.2,-62
93.8,3.6,-63
85,3.7,-64
81,3.5,-64
73.4,5.2,-61
70,6.3,-60
66.7,7.4,-58
63.6,7.2,-59
60.6,7.8,-58
55.1,9.2,-58
50,9.7,-57
47.8,9.9,-59
45.6,9.7,-58
43.5,10.6,-56
41.5,10.9,-55
39.6,11.7,-54
36,11.7,-53
34.4,11.9,-52
32.8,12.7,-52
31.4,13.6,-50
30,13.4,-49
27.4,13.9,-47
25,14,-47
