
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2002-11-29,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,394,Broadmeadows,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A10732

#LOCATION
Latitude,Longitude,Height
-37.68,144.95,110

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2002-11-29,01:17:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
316.2,4,354.4,-0.920,325,0,0,Dobson,115

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80,,0.003,26.9,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
997,1.9,20
975,2.4,16
941,2.6,13
850,3.7,11
758,3.3,3
700,3.3,-1
581,2.8,-11
500,2.7,-18
476,2.8,-20
439,2.7,-24
404,3.1,-28
371,2.9,-33
341,2.2,-37
326,1.7,-39
300,1.6,-44
285,1.6,-47
260,1.9,-52
226,4.9,-55
206,6.2,-55
200,6,-55
187,5.3,-55
179,3.5,-55
171,4.4,-55
150,6.3,-57
141,6.4,-56
135,5.7,-56
123,5.7,-56
117,5.1,-56
112,5.5,-56
102,7.8,-58
100,7.7,-58
92.3,8.3,-58
88,7.9,-59
83.8,8,-59
79.9,9.3,-58
76.2,9.3,-59
72.6,8.9,-61
70,9.1,-60
62.9,11.1,-58
60,10.7,-58
54.5,9.9,-59
52,10.8,-57
50,11.4,-58
45.1,14.3,-55
41,14.9,-54
39.2,14.7,-54
37.4,14.2,-55
34,14.8,-53
31,15,-52
30,14.7,-52
27,14.2,-52
24.6,14.7,-49
20,13.4,-48
18.7,13.3,-48
17.9,13.6,-47
14.9,12.4,-43
14.3,12.4,-42
13.1,11.6,-39
12.5,11.4,-39
11.5,10.6,-38
11,10.1,-37
10.5,9.9,-36
10,9.5,-34
9.3,8.8,-33
8.5,8.2,-33
8.1,7.8,-32
7.5,7.2,-30
7.2,7,-29
7,6.7,-28
6.3,5.8,-26
