
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2002-04-29,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,394,Broadmeadows,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A10725

#LOCATION
Latitude,Longitude,Height
-37.68,144.95,110

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2002-04-29,03:38:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
252.6,4,275.9,-1.011,279,0,0,Dobson,115

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80,,0.073,27.4,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1014,2.5,20
1000,2.5,18
957,2.9,14
924,3,11
850,2.8,6
769,2.5,4
700,2.4,0
638,2.3,-6
590,2.3,-8
546,2,-11
500,1.8,-17
429,1.6,-26
362,1.5,-36
300,1.2,-45
278,1,-48
242,1,-56
220,1.1,-60
209,.9,-62
200,1.3,-62
190,2.1,-59
164,2.9,-59
150,2.4,-58
143,1.7,-57
136,1.6,-58
118,1.7,-61
112,1.8,-61
107,2.7,-62
100,5,-61
97,5.5,-60
92.5,4.8,-60
88.1,5.6,-59
84,7.1,-58
76.4,6.7,-59
72.9,7.4,-58
70,8.1,-58
63.2,7.1,-57
60.2,7.5,-57
57.5,6.8,-57
54.8,6.8,-58
50,8.3,-57
47.5,9.6,-57
43.2,11.5,-58
41.2,11.7,-56
39.3,11.9,-56
37.5,12.4,-55
34.1,12.2,-54
30,13.4,-52
27.1,13.8,-50
24.7,13.1,-50
21.5,13.7,-50
20,13.6,-49
17.9,12.4,-48
16.4,11.6,-48
15.6,11.3,-47
13.1,9.8,-46
12.5,9.8,-45
11.9,10.1,-45
10.4,8.3,-45
10,7.7,-44
9.5,7.3,-44
9.1,7,-44
8.3,6.3,-44
7,5.3,-46
5.6,3.9,-44
5,3.5,-43
5.3,3.7,-43
4.7,3.3,-45
