
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2002-01-17,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,394,Broadmeadows,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A10765

#LOCATION
Latitude,Longitude,Height
-37.68,144.95,110

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2002-01-17,00:07:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
254.1,4,298.5,-0.951,284,0,0,Dobson,115

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80,,0.010,26.1,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1007,.9,16
1000,1,15
985,1.4,13
950,1.5,10
850,1.8,9
822,1.7,9
764,2.6,6
736,2.2,5
700,2.2,3
658,2.2,1
634,2.4,-2
611,2.8,-1
566,2,-5
524,1.5,-10
500,1.5,-13
396,1.5,-27
364,1.9,-31
348,1.6,-33
334,1.9,-35
300,1.8,-41
268,1.6,-47
244,1.9,-51
200,1.7,-60
184,1.6,-63
167,2.4,-66
159,2.9,-64
150,3,-63
137,3.3,-62
118,2.6,-63
113,2.7,-63
102,2.9,-63
100,3.9,-63
97.4,4.9,-62
92.8,6.1,-61
88.4,5.8,-62
76.5,6.5,-59
70,7.8,-58
66.3,8.6,-57
63.2,8.3,-58
57.5,9.7,-57
54.9,10,-56
50,11.6,-56
47.6,11.7,-56
43.3,12.1,-55
41.4,12.2,-55
39.5,12.6,-56
35.9,12.2,-56
34.3,11.9,-56
32.7,12.1,-56
31.2,13.1,-55
30,12.2,-55
28.4,11.1,-54
25.9,12.6,-51
22.5,13.4,-48
21.5,14.1,-47
20.6,14.2,-46
20,13.9,-45
18.8,14.1,-45
17.2,13.9,-43
15.8,14,-40
15.1,13.6,-40
14.4,13.4,-40
13.8,12.4,-39
11.1,10.1,-35
10.7,9.5,-35
10,9,-34
9,8.2,-32
9.4,8.4,-32
8.2,7.2,-31
7.6,6.7,-30
