
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2002-06-06,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,394,Broadmeadows,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A10720

#LOCATION
Latitude,Longitude,Height
-37.68,144.95,110

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2002-06-06,03:32:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
227.0,4,246.3,-1.027,253,0,4,Dobson,115

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80,,0.040,27.3,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1004,1.5,16
1000,1.6,15
948,2.4,13
882,2.6,11
850,2.6,8
820,2.5,6
791,2.9,6
700,2.6,1
609,2.9,-5
542,2.5,-10
500,2.4,-13
463,2.2,-17
445,2.5,-17
300,1.4,-38
245,1.2,-50
200,1.1,-62
184,1.2,-64
175,1.6,-61
167,1.6,-61
150,1.8,-61
138,1.7,-64
131,1.9,-65
125,1.8,-67
113,3,-67
107,2.6,-67
100,3,-65
88.1,3.4,-67
83.9,4.1,-66
79.8,5.2,-65
72.3,3.9,-66
70,4.4,-65
65.6,5.8,-62
62.4,6.3,-64
56.6,7.9,-63
53.9,8.5,-64
51.3,8.5,-65
50,9,-65
46.5,10.8,-63
42.2,12.3,-62
38.3,14.2,-60
36.5,14.7,-59
34.8,14.9,-59
31.6,14.3,-58
30,14.9,-55
28.8,14.6,-54
27.5,14.2,-55
25,14.8,-54
23.9,13.8,-53
22.8,13.3,-52
20.8,12.7,-53
20,12.4,-52
18.1,11.4,-50
17.3,11.3,-49
16.5,10.7,-48
15.8,10,-48
15.1,8.8,-48
13.7,7.9,-50
13.1,7,-50
12,5.9,-47
10.9,5.8,-47
10.5,5.7,-47
10,5.3,-47
8.7,4.7,-47
7.6,4,-43
7,3.6,-39
5.9,2.8,-37
