
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2002-08-15,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,394,Broadmeadows,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A12145

#LOCATION
Latitude,Longitude,Height
-37.68,144.95,110

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2002-08-15,03:42:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
303.6,4,332.7,-0.932,310,0,0,Dobson,115

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80,,0.051,27.1,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1017,2.1,12
1000,2.5,10
959,3.1,6
924,3,3
850,3.3,3
796,3.3,1
700,3.1,-4
634,2.8,-9
587,2.8,-12
564,3.1,-13
542,3.9,-15
500,3.7,-19
461,3,-22
425,2.6,-27
359,2.3,-35
329,2.2,-39
300,2.1,-44
275,2.4,-48
251,2.8,-50
229,1.9,-52
219,1.9,-52
209,1.6,-53
200,1.9,-54
181,2.1,-54
165,2.2,-55
150,2.5,-56
137,2.1,-59
130,2.2,-61
118,2.8,-60
113,4.1,-59
108,5.5,-59
102,5.7,-59
100,5.1,-59
97.7,4.5,-59
93.1,4.7,-59
88.7,5.8,-58
84.6,6.9,-58
76.9,8.9,-57
70,10.6,-57
66.7,12.5,-56
63.7,12.4,-55
60.7,13.5,-54
58,15.5,-53
55.3,14.5,-53
52.8,13.1,-53
50.4,15,-52
50,15.4,-52
46,18.1,-51
41.9,18.6,-51
40,17.8,-51
34.8,18.8,-51
31.8,17.5,-49
30.4,16.3,-49
30,16.2,-49
27.7,15.3,-48
26.5,14.5,-49
25.3,14.3,-50
24.2,13.9,-49
23.1,13.8,-48
22.1,13.4,-48
21.1,13.3,-48
20,12.5,-46
18.4,11.4,-46
16.8,10.4,-45
16.1,10.8,-44
15.4,10.4,-43
14.7,10.5,-43
12.9,8.7,-44
11.8,8.8,-42
10.8,7.9,-40
10,7.3,-38
9.1,6.9,-38
7.9,6.1,-38
7.3,5.6,-39
7,5.2,-38
6.1,4.7,-34
5.6,4.3,-32
