
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2002-01-03,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,394,Broadmeadows,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A10199

#LOCATION
Latitude,Longitude,Height
-37.68,144.95,110

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2002-01-03,03:36:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
230.6,4,277.8,-1.004,279,0,0,Dobson,115

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80,,0.036,27.91,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1001,1.2,19
1000,1.3,19
944,1.5,13
850,1.4,4
816,1.4,2
786,1.4,0
700,2,-2
627,1.6,-4
604,1.8,-6
559,1.4,-9
517,1.4,-13
500,1.5,-15
478,1.6,-17
441,1.6,-21
423,1.6,-22
390,1.4,-27
343,1.3,-34
315,1.5,-39
300,1.4,-42
275,1,-47
263,.9,-50
229,2.4,-54
208,2.6,-55
200,3,-52
190,3,-52
173,2.3,-54
165,2.5,-55
150,2.8,-57
137,2.3,-59
124,2.8,-60
118,2.8,-61
113,3.5,-62
107,4.2,-61
100,4.1,-61
92.9,5.2,-60
80.3,6.7,-59
73,3.4,-58
70,3.4,-59
66.4,4.6,-60
63.3,8.5,-58
60.3,9.2,-56
57.5,10.3,-56
54.9,10.4,-56
50,11.4,-54
45.5,12.2,-56
43.4,12.1,-56
41.4,11.5,-58
37.6,11.8,-58
35.9,12.4,-56
34.2,13,-54
32.7,12.8,-54
31.2,12.6,-54
30,12.1,-54
27.1,12.4,-54
25.9,12.2,-53
24.7,11.2,-52
23.6,10.8,-51
22.5,11.9,-49
21.5,12.3,-49
20,11.7,-48
17.9,12,-45
17.2,11.8,-44
16.4,12.6,-43
15.7,12.1,-41
15,11.7,-40
14.4,12.2,-39
13.8,12,-39
13.2,11.3,-38
12.1,10.4,-38
11.1,9.4,-38
10.6,8.7,-38
10,8.3,-37
9.3,7.7,-35
8.5,7,-34
