
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2002-11-08,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,394,Broadmeadows,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A10753

#LOCATION
Latitude,Longitude,Height
-37.68,144.95,110

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2002-11-08,01:09:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
293.3,4,330.7,-0.925,306,0,0,Dobson,115

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80,,0.006,26.7,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1003,2.2,26
1000,2.3,26
947,2.8,18
883,3.3,16
850,3.1,14
765,3.3,10
700,2.8,5
636,2.4,-1
590,2.7,-5
568,2.8,-7
505,2.3,-13
500,2.4,-13
467,2.7,-17
430,2.5,-23
413,2.5,-25
380,3.7,-29
364,3.8,-30
320,2.1,-38
300,1.8,-41
281,2,-44
268,2,-47
200,1.5,-63
193,1.5,-65
184,1.8,-68
175,2,-70
166,2.5,-71
158,4.3,-67
150,4.8,-62
143,5.5,-62
136,5.2,-62
124,5.4,-64
118,5.1,-66
112,5.6,-66
102,8.1,-61
100,7.8,-61
96.8,7.1,-61
87.9,7.4,-62
83.7,6.5,-61
79.8,7.1,-60
76,8,-60
70,9,-60
69,9.3,-60
62.7,9.7,-59
59.8,10.6,-59
57,12,-58
54.3,11.7,-60
51.8,12.9,-59
50,13.6,-59
49.4,13.9,-59
44.9,16.1,-57
40.8,14.6,-56
39,14.9,-55
37.2,13.9,-55
33.8,14.6,-55
32.3,14.2,-55
30.8,14.1,-54
30,13.7,-54
29.4,13.4,-54
28,13.6,-54
26.8,13.4,-53
25.6,13.9,-52
24.4,14.2,-51
22.2,14.1,-51
21.2,13.6,-50
20.3,12.6,-49
20,12.5,-49
18.5,12.4,-50
17.7,12,-48
16.2,12.3,-48
14.8,11.1,-47
14.1,11.7,-47
13.5,10.3,-48
12.9,9.6,-47
12.3,10.4,-45
11.8,9.2,-44
10.8,8.6,-42
10,8.1,-40
9,7.4,-38
8.6,7.5,-37
7.9,6.7,-34
7.6,6.5,-33
7,6,-32
6.4,5.6,-29
6.1,5.7,-28
