
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2002-02-08,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,394,Broadmeadows,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A10201

#LOCATION
Latitude,Longitude,Height
-37.68,144.95,110

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2002-02-08,00:19:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
285.6,4,322.5,-0.952,,0,0,Dobson,115

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80,,0.011,27.1,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
990,2,17
968,2.4,14
850,2.6,6
778,2.3,2
700,2,-2
620,1.9,-8
596,2,-11
573,3.3,-11
530,2.4,-16
500,3.3,-17
489,3.7,-18
470,3.8,-20
451,2.5,-22
433,2,-25
415,1.7,-27
350,1.4,-37
300,1.2,-46
281,2.7,-47
256,5.3,-46
234,4.4,-47
224,4.9,-45
200,4.6,-47
179,4.4,-48
171,4.5,-49
156,4.1,-50
150,4.1,-51
129,4.4,-55
112,4.7,-56
100,4.5,-58
92.7,5,-58
88.4,5.6,-57
80.4,6,-59
76.6,7.2,-58
73.1,8.4,-59
70,7.9,-58
66.4,7.5,-58
60.4,9.1,-56
55,9.9,-56
52.4,10.2,-56
50,10.8,-55
45.6,11.8,-54
43.5,11.7,-55
41.5,11.7,-55
36.1,13.6,-51
32.9,13.8,-50
30,14.5,-48
27.4,14.5,-46
27.4,14.5,-46
25,13.6,-48
23.9,13.5,-48
22.9,13.8,-47
20.9,13.5,-45
20,14,-44
19.1,14.2,-44
17.5,13.5,-42
16.7,13.5,-41
15.3,13,-41
12.8,11.6,-38
11.8,10.7,-36
11.3,10,-35
10.8,9.8,-34
10,9.1,-34
9.1,8.2,-33
8.4,7.3,-33
7,6.2,-33
6.8,5.8,-32
6.5,5.5,-31
