
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2002-10-09,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,394,Broadmeadows,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A10755

#LOCATION
Latitude,Longitude,Height
-37.68,144.95,110

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2002-10-09,01:41:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
300.6,4,353.1,-0.946,332,0,0,Dobson,115

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80,,0.038,26.47,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1013,2.1,14
1000,2.6,12
990,3,10
850,3.3,-1
792,3.2,-6
762,4.1,-2
700,3.4,-3
680,3.3,-4
630,3.5,-8
583,2.5,-12
539,2.9,-16
500,2.8,-21
477,3.1,-22
421,2.6,-30
404,2.9,-33
340,2.5,-40
325,3.1,-42
311,3.2,-44
300,2.9,-46
284,2.5,-48
259,2.7,-51
215,5.4,-51
206,5.7,-49
200,5.6,-50
188,5,-51
171,4.6,-51
156,5.9,-51
150,4.4,-52
142,2.8,-53
136,2.7,-54
129,3.3,-55
118,2.9,-57
112,3.7,-58
107,5.6,-57
102,5.8,-58
100,5.8,-58
97.3,5.7,-58
92.8,7.8,-58
88.5,8.9,-57
84.4,8.8,-57
80.5,9.4,-58
73.2,9.2,-58
70,9.3,-59
66.5,9.2,-60
60.4,8.7,-59
57.6,10.6,-58
54.9,13.7,-57
52.4,15.6,-56
50,15.7,-56
47.7,14,-56
45.5,15.1,-57
43.4,15.4,-57
41.3,15.4,-56
39.4,14.9,-55
37.6,16,-55
35.9,15.9,-56
30,14.8,-55
28.4,14,-55
27.1,14.1,-55
24.7,13.4,-52
23.5,13.4,-52
22.5,12.8,-52
21.5,12.9,-51
20.5,12.5,-51
20,12.7,-51
19.6,12.8,-50
18.7,12.9,-50
17.9,13.5,-48
17.1,13.4,-48
16.3,12.3,-47
15.6,12.8,-44
14.9,12.1,-43
13.6,10.6,-42
13,10.9,-42
12.5,11.1,-41
11.9,10,-40
11.4,11.4,-40
10.9,10.1,-39
10,9.2,-38
9.6,8.9,-38
8.4,7.6,-37
8.1,7.7,-37
