
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2002-05-22,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,394,Broadmeadows,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A10717

#LOCATION
Latitude,Longitude,Height
-37.68,144.95,110

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2002-05-22,00:30:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
277.6,4,299,-0.943,282,0,4,Dobson,115

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80,,0.071,27.1,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1004,.7,12
1000,.8,12
912,2.6,6
850,2.3,2
816,2.1,0
786,2.4,-1
700,2.4,-4
650,2.2,-7
626,2.3,-8
602,2.2,-10
500,2,-21
436,1.9,-29
322,1.2,-44
300,1.2,-47
244,1,-58
233,1.2,-60
222,2.3,-59
200,3.3,-57
184,3.9,-55
167,3.8,-56
159,4,-56
150,3.6,-56
138,3.9,-56
132,5.2,-57
126,5.8,-57
120,5.4,-57
114,3.6,-58
109,3.3,-58
100,3.5,-59
94.4,5.5,-58
90,6.1,-58
81.9,6.7,-58
78.1,7.7,-58
74.4,10.9,-58
70,12.2,-58
64.5,11,-59
61.5,10,-60
58.6,9.9,-58
53.3,12.5,-59
50,13.5,-59
48.4,13.8,-58
46.2,13.6,-57
44,13.7,-56
42,13.5,-56
40.1,14.1,-54
36.5,14.2,-55
34.8,13.6,-56
33.2,13.7,-56
30,14.8,-53
27.5,14.1,-54
26.3,13.9,-55
23.9,13.9,-55
21.8,13.3,-54
20,12.5,-55
18.9,12.3,-54
18.1,11.6,-54
17.2,11.8,-54
15.7,11.1,-54
13,9.5,-54
11.8,8.8,-55
10,6.2,-55
7,4.5,-52
5.9,3.8,-51
5.4,3.4,-50
5,3.2,-48
4.7,3,-47
