
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2002-03-15,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,394,Broadmeadows,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A11053

#LOCATION
Latitude,Longitude,Height
-37.68,144.95,110

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2002-03-15,01:18:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
236.5,4,276.5,-1.002,277,0,0,Dobson,115

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80,,0.011,27.1,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1009,.5,18
1000,.6,17
987,.8,15
850,1.6,11
825,1.6,10
740,2.3,6
700,2.2,3
614,2.4,-2
569,2.5,-7
506,2.3,-14
500,2.2,-14
467,1.5,-16
431,1.5,-22
300,.9,-43
256,.9,-52
244,1.3,-54
222,1.2,-56
212,1.9,-55
202,2.7,-57
200,2.8,-57
184,2.9,-60
175,3.3,-60
167,3.5,-62
150,3.3,-61
138,3.6,-59
131,4,-59
125,4.2,-58
119,4,-58
108,4.9,-59
103,3.7,-60
100,3.2,-61
98.5,3,-62
93.8,2.8,-64
81.1,4.2,-62
77.2,5.1,-63
73.5,5.5,-62
70,6.8,-61
60.6,8.3,-61
57.8,9.2,-60
55,9.9,-59
52.5,9.4,-58
50,9.7,-58
45.5,10.5,-57
43.4,10.7,-58
41.4,8.9,-56
39.5,10,-55
37.7,10.8,-56
34.3,11.6,-55
31.2,11.7,-54
30,12.6,-54
29.8,12.7,-54
25.9,13.4,-50
24.8,13,-50
23.7,12.9,-50
20.6,12.8,-47
20,12.8,-47
18.8,12.7,-45
18,12.3,-43
17.2,12.1,-42
15.1,10.7,-42
14.4,10.4,-42
13.8,10,-41
12.7,10.1,-39
11.6,9.7,-37
10.6,9,-34
10,8.3,-34
8.6,7.3,-33
7.9,7.2,-31
7.3,6,-29
