
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2002-01-25,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,394,Broadmeadows,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A10766

#LOCATION
Latitude,Longitude,Height
-37.68,144.95,110

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2002-01-25,00:21:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
253,4,306.2,-0.921,282,0,0,Dobson,115

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80,,0.009,26.6,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1002,2.7,28
1000,2.7,28
981,3.4,25
916,3.2,19
850,4.1,15
824,4.4,13
795,4.7,11
739,4.8,6
700,3.9,3
661,3,2
637,2.8,0
614,3.2,-2
591,2.9,-5
526,3.2,-11
500,2.8,-14
431,2.5,-21
414,2.7,-24
350,2,-34
335,1.7,-36
321,1.8,-38
300,2.2,-42
294,2.4,-42
269,2.3,-46
257,2.2,-49
234,3.4,-51
224,3.6,-52
204,3.2,-55
200,3.3,-56
177,3.3,-57
169,3.1,-57
161,3.5,-56
150,3.7,-56
140,2.7,-57
127,2.1,-60
115,2.4,-62
104,2.5,-64
100,2.8,-64
85.9,5.3,-63
81.8,4.6,-63
74.2,5.9,-64
70,6.1,-62
64.1,6.8,-63
58.1,8.2,-62
50,9.5,-61
43.5,10.8,-59
41.5,11.1,-58
39.6,11,-58
34.3,11.5,-56
31.2,11.4,-55
30,11.9,-54
28.5,13,-52
27.2,14,-51
25.9,14.3,-51
22.6,13.9,-48
21.6,14.6,-47
20,14.3,-47
18,14.4,-45
17.2,13.9,-45
16.5,13.2,-44
15.8,13.3,-43
15.1,12.9,-43
14.4,12.6,-42
13.2,11.6,-41
12.1,10.6,-40
11.1,10.1,-38
10,9.1,-37
9.3,8.7,-34
8.9,8.3,-33
8.5,7.9,-32
