
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2002-01-02,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,394,Broadmeadows,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A10203

#LOCATION
Latitude,Longitude,Height
-37.68,144.95,110

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2002-01-02,05:09:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
299.7,4,330.2,-0.969,320,0,0,Dobson,115

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80,,0.017,26.97,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
991,1.4,18
935,1.7,11
850,1.6,4
700,1.6,-7
642,1.9,-12
570,1.3,-18
500,1.3,-26
484,1.1,-28
426,1.8,-35
390,2.2,-40
358,5.9,-38
342,6.3,-38
328,4.6,-40
314,4.6,-40
300,5.4,-40
287,6.5,-39
241,5.7,-40
230,5.1,-41
220,4.9,-42
200,5.5,-44
184,4.6,-47
176,3.5,-48
168,3.2,-49
161,4.4,-49
154,4.5,-50
150,4.9,-50
147,5.3,-50
140,5,-52
134,4.4,-53
128,4.6,-54
122,5.5,-54
106,5.9,-56
100,4.6,-55
96.3,4.8,-55
91.9,6.3,-54
87.7,7.6,-55
83.6,7.7,-55
79.8,8.2,-55
76.2,8.7,-54
70,9.4,-55
66.2,10.4,-55
60.2,9.9,-57
57.4,9.9,-57
54.8,10.4,-56
52.3,10.9,-56
50,11.5,-56
47.6,12.1,-55
43.3,12.3,-55
41.3,12.6,-55
37.6,13.4,-53
35.9,13.3,-54
32.7,13,-55
30,13,-53
28.4,13.1,-52
25.9,13,-51
23.6,11.6,-49
22.6,10.6,-50
21.6,12,-50
20.6,12.9,-50
20,12.8,-49
18.8,12.2,-47
18,12.5,-46
17.2,11.9,-46
15.7,12.7,-42
14.4,12.2,-42
13.2,11.7,-40
12.6,11.7,-38
12.1,11.8,-38
11.5,10.5,-38
10,9,-35
7,6.2,-29
5.8,4.9,-28
5.6,4.6,-28
