
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2002-10-31,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,394,Broadmeadows,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A10761

#LOCATION
Latitude,Longitude,Height
-37.68,144.95,110

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2002-10-31,00:49:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
305.7,4,348.3,-0.910,317,0,0,Dobson,115

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80,,0.014,26.98,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1005,1.9,16
1000,2,16
982,2.4,13
850,2.4,2
818,2.4,0
759,3.5,1
700,3.5,-1
678,3.2,-3
628,2.9,-7
604,3.1,-9
581,3.2,-11
537,3.1,-14
500,2.8,-18
476,2.5,-21
457,2.7,-23
421,2.5,-26
356,1.9,-36
326,1.8,-41
300,2.1,-46
285,2,-48
272,2.2,-49
248,2.7,-51
237,3.4,-52
216,4,-51
206,4,-51
200,4.2,-51
197,4.3,-50
180,3.4,-52
171,3.5,-53
164,3.3,-53
156,3.4,-54
150,2.7,-56
129,4.3,-58
123,4,-59
117,3,-60
107,5.3,-61
102,4.5,-61
100,4.8,-61
96.8,5.6,-61
92.3,7.4,-60
87.9,7.1,-59
83.8,7.6,-59
79.9,9.9,-58
76.2,10.5,-59
72.6,10.8,-61
70,10.6,-61
66,9.9,-60
62.9,12.1,-59
59.9,11.9,-59
57.1,13.8,-58
54.5,16,-58
51.9,14.6,-58
50,13.2,-58
49.5,12.8,-58
47.2,13.8,-57
45,14.6,-56
43,16.4,-55
41,16.5,-55
39.1,16.4,-55
35.6,15.9,-56
34,15.4,-56
30,14.8,-54
28.2,14.5,-54
26.9,14.1,-53
24.5,13.8,-53
21.3,12.9,-50
20,12.7,-50
17,11.9,-47
16.2,12,-47
14.8,11.4,-45
12.9,10.6,-44
12.4,10.3,-42
11.8,10.3,-40
10.9,9.7,-40
10,9.1,-39
9.9,9.1,-38
9.5,8.8,-38
8.7,8.4,-36
8,7.9,-32
7.4,7.4,-32
7,7,-31
6.5,6.4,-28
