
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
1999-10-19,ABM,1.0,Ozone Monitoring

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,Macquarie Island,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A4981

#LOCATION
Latitude,Longitude,Height
-54.50,158.95,7

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1999-10-19,23:21:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
342.7,4,371.2,-0.991,368,2,5,Dobson,006

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80(GPS),,0.020,26.71,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1006,2.05,6,7.7,305
1000,2.12,6,9,294
970,2.51,4,13,272
850,2.36,2,13,287
700,2.79,-7,14,290
641,2.85,-12,16,296
592,2.71,-15,16,274
547,3.16,-18,19,285
500,2.96,-23,20,285
464,2.64,-26,21,289
446,2.95,-28,20,300
360,2.66,-40,25,285
329,2.26,-45,24,280
300,2.15,-50,26,283
274,1.83,-55,28,282
249,1.67,-59,29,284
237,2.06,-61,27,283
226,4.18,-58,24,286
216,5.99,-55,25,286
206,6.55,-54,21,278
200,6.35,-54,21,286
188,5.92,-51,21.1,287
171,6.85,-50,21,277
163,5.56,-49,20,279
156,3.96,-49,20,282
150,3.6,-49,20,284
142,4.32,-49,20,280
124,4.96,-49,21,284
100,8.38,-48,21,286
90.3,11.4,-48,17,281
86.3,11.6,-49,17,268
75.3,16.2,-47,17,270
70,15.8,-47,18,270
68.7,15.7,-47,17,266
62.8,16,-45,16,283
60,17.2,-45,15,276
54.9,16.9,-46,14,261
50,17.9,-44,14,292
41.9,17.7,-46,14,279
38.3,17,-47,13,277
36.6,17.5,-45,11,278
32,16.6,-46,12,271
30.6,16,-46,11.1,264
30,15.9,-46,11,266
26.7,15.2,-43,8,272
24.4,15.1,-44,13,309
23.4,14.2,-44,10,296
22.3,14,-45,8,295
20,12.8,-46,8,280
18.7,11.7,-46,5.4,270
17.8,11.5,-45,7,303
16.3,10.6,-45,8,274
14.9,9.94,-45,5,260
13,9.43,-44,6,273
11.9,8.65,-44,5,263
11.4,8.08,-43,8,270
10,7.52,-40,5,212
8.7,6.25,-42,6,226
8.4,6.33,-41,2.9,201
7,5.23,-40,2,330
7.3,5.61,-40,2,31
6.4,4.98,-39,5,243
5.9,4.1,-39,3,232
5.6,4.13,-39,2,193
