* This file was re-written by PREP_CSX to apply WOUDC correction data.

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
1999-01-19,ABM,1.0,Atmosphere Watch

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,Fantasy Island,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A1954

#LOCATION
Latitude,Longitude,Height
-54.50,158.95,7

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1999-01-19,23:23:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
294,4,317,,321,0,4,Dobson,006
* Correction factor was 1.011 but not applied
* Residual Ozone was 23

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80(GPS),,0.02,26.6,constant_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1004,0.74,10,5.1,140
1000,0.8,10,6,139
969,1.25,5,5,130
850,1.29,-3,2,301
700,1.19,-13,8,321
500,1,-31,10,323
436,1.32,-39,6,339
417,1.09,-41,9,327
381,1.7,-45,16,318
365,1.32,-47,14,321
348,2.32,-48,18,327
318,2.93,-49,22,317
300,4.79,-49,24,320
265,6.87,-47,29,323
231,6.42,-46,33,322
200,5.43,-45,34,320
169,4.67,-46,31,317
150,5.15,-47,33,316
135,5.57,-47,33,313
129,5.07,-48,30,308
123,6.51,-47,29,311
112,8.11,-48,27,314
102,7.55,-47,26,316
100,7.85,-47,27,322
89.5,7.81,-48,32,327
85.5,8.49,-49,30,317
74.6,11.5,-46,16,322
70,11.8,-47,19,325
62.2,10.8,-46,17,309
56.8,13.3,-46,12,320
50,14.7,-46,15,324
45.4,14,-46,7,331
43.4,14.7,-45,12,342
39.7,13.7,-44,6,323
37.9,14.7,-44,10,329
34.7,13.8,-44,4,339
33.2,12.7,-44,3,343
30.3,11.9,-44,7,16
30,12.3,-44,9,12
27.7,13.7,-42,7,22
25.4,13.2,-41,5.4,349
21.3,11.4,-40,5,44
20,11.4,-39,5,87
19.5,11.7,-39,4,65
16.4,10.8,-38,6,91
12.6,8.89,-34,12,68
10,6.62,-29,8,97
7,4.43,-23,12,96
6,3.63,-20,17,100
