
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
1999-10-26,ABM,1.0,Ozone Monitoring

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,Macquarie Island,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A4994

#LOCATION
Latitude,Longitude,Height
-54.50,158.95,7

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1999-10-26,23:21:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
280.4,4,358.9,-1.045,375,0,5,Dobson,006

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80(GPS),,0.030,26.02,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
978,1.96,11
944,2.79,7
850,3.44,4
815,3.46,3
757,3.19,-1
700,2.93,-4
676,3.15,-6
625,3.14,-10
601,3.47,-12
556,3.29,-15
513,3.46,-19
500,3.31,-21
454,2.54,-26
436,2.41,-28
418,3.05,-31
383,2.92,-35
367,2.53,-38
336,2.88,-42
322,2.85,-45
300,4.59,-47
281,6.23,-46
268,5.81,-46
245,6.48,-46
234,6.63,-47
224,5.88,-47
214,5.32,-47
200,5.18,-48
187,5.15,-48
170,5.64,-49
156,5.07,-50
150,5.57,-49
142,6.27,-49
136,6.18,-50
130,6.75,-49
118,6.67,-50
100,8.41,-49
94,9.32,-49
89.8,11.8,-49
85.8,12.4,-49
78.3,12.5,-48
71.4,11.2,-50
70,11.4,-50
65.2,11.8,-49
59.5,14.8,-49
50,17.2,-47
47.4,17.5,-47
45.3,17.5,-47
43.3,17.1,-47
39.6,16.1,-47
34.5,16.6,-47
31.5,16.2,-48
30,15.8,-47
28.8,16,-46
24,13.8,-46
23,14,-46
20,12.6,-45
16.8,11,-46
