
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
1999-11-17,ABM,1.0,Ozone Monitoring

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,Macquarie Island,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A4989

#LOCATION
Latitude,Longitude,Height
-54.50,158.95,7

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1999-11-17,23:48:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
271.4,4,342.7,-0.975,334,0,3,Dobson,006

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80(GPS),,0.021,26.2,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1009,1.69,6
1000,1.73,5
903,2.08,0
850,2.02,-3
748,2.48,-4
720,2.73,-4
700,2.34,-6
667,2.03,-8
641,2.45,-10
500,2.53,-22
446,2.63,-28
393,1.93,-34
360,2.23,-38
300,1.55,-48
275,1.82,-52
262,3.12,-52
250,4.04,-51
229,4.51,-49
209,4.39,-47
200,4.98,-47
191,5.21,-46
174,5.12,-46
159,4.08,-47
150,3.25,-47
139,3.34,-49
127,4.85,-47
116,5.67,-49
106,6.6,-49
100,7.6,-49
92.1,9.41,-47
84.1,10.2,-48
76.8,12.3,-46
70,14.3,-46
61.3,16.4,-44
56,16,-47
50,16.9,-45
48.9,17,-45
46.8,16.9,-45
42.8,16.3,-44
35.7,16.1,-46
32.6,15.4,-44
30,14.9,-45
26.1,13.7,-44
22.8,13,-44
21.8,12.6,-43
20,12.3,-40
18.3,11.7,-41
17.5,11.3,-41
15.3,10.9,-41
14,10.2,-41
