* This file was re-written by PREP_CSX to apply WOUDC correction data.

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
1999-06-15,ABM,1.0,Atmosphere Watch

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,Fantasy Island,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A5001

#LOCATION
Latitude,Longitude,Height
-54.50,158.95,7

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1999-06-15,23:35:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
292,4,306,,297,2,0,Dobson,006
* Correction factor was 0.97 but not applied
* Residual Ozone was 14

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80(GPS),,0.01,26.3,constant_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
992,2,1,7.7,185
955,2.84,-7,9,187
850,2.8,-14,14,194
700,2.41,-26,21,206
638,2.32,-28,25,211
612,2.31,-28,26,214
587,2.83,-27,28,216
540,2.1,-27,31,221
500,2,-31,33,225
437,1.8,-38,38,233
334,1.72,-49,43,240
300,2.16,-53,38,240
277,2.89,-54,37,244
265,3.84,-53,36,245
220,4.91,-51,32,249
200,4.75,-52,30,251
167,5.86,-50,26,255
150,6.26,-51,23,258
132,7.42,-52,19,253
126,7.49,-53,18,253
110,9.54,-55,19,250
100,9.56,-54,19,252
95.5,10.1,-55,15,262
91.1,10,-57,19,250
82.8,10.5,-57,20,251
79,10.3,-56,18,256
75.4,13,-56,23,260
71.9,11.6,-56,22,266
70,11.4,-57,24,267
65.4,11.2,-58,20,259
62.3,11.6,-58,23,264
59.4,11.5,-59,23,255
54,12.7,-61,24,258
51.4,11.8,-63,22.3,257
50,12.7,-62,22,264
44.5,15.1,-60,27,242
40.4,15.4,-60,28,254
30,13.6,-62,33,259
20,9.99,-65,36,259
13.8,6.72,-66,50.1,248
10,4.53,-67,50,257
7,3.32,-66,55,276
5,2.36,-64,65,271
3.8,1.8,-59
