* This file was re-written by PREP_CSX to apply WOUDC correction data.

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
1999-04-06,ABM,1.0,Atmosphere Watch

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,Fantasy Island,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A4958

#LOCATION
Latitude,Longitude,Height
-54.50,158.95,7

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1999-04-06,23:23:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
200,4,241,,269,0,0,Dobson,006
* Correction factor was 1.118 but not applied
* Residual Ozone was 41

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80(GPS),,0.04,26.3,constant_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1002,1.68,4,4.1,168
1000,1.71,4,4,172
967,2.12,1,4,202
850,2.11,-7,7,248
799,2.39,-5,5.3,259
769,3.27,-5,11,245
741,2.75,-3,12,257
700,1.97,-5,12,265
521,1.57,-20,14,290
500,1.51,-22,14,295
461,1.33,-27,15,298
389,1.5,-36,14,306
300,1.09,-49,13,313
259,1.11,-55,22,304
226,2.68,-53,29,320
215,3.62,-51,30,317
200,4.22,-49,32,306
171,1.86,-50,33,299
150,3.37,-51,30,309
142,3.75,-53,30,303
130,2.88,-53,30,310
118,3.42,-54,24,293
113,4.23,-54,21.9,297
103,4.14,-55,28,299
100,4.8,-55,26,289
89.3,6.7,-54,14,287
81.3,7.06,-55,21,300
77.6,6.76,-54,19,298
74.1,6.84,-55,20,291
70,7.84,-54,19,300
61.4,11.3,-54,15,284
58.6,11.9,-54,14,304
50,12.2,-54,14,296
44.2,11.6,-55,18,298
40.3,12.3,-53,17,301
35,11.8,-54,18,293
30,12.9,-51,13,308
20,8.59,-50,10,291
16.8,7.59,-46,8,318
14,6.76,-45,7,313
13.4,6.24,-46,7,288
12.2,5.74,-44,6,343
