* This file was re-written by PREP_CSX to apply WOUDC correction data.

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
1999-05-18,ABM,1.0,Atmosphere Watch

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,Fantasy Island,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A4996

#LOCATION
Latitude,Longitude,Height
-54.50,158.95,7

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1999-05-18,23:29:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
279,4,291,,290,2,0,Dobson,006
* Correction factor was 0.994 but not applied
* Residual Ozone was 12

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80(GPS),,0.03,27.0,constant_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1008,2.37,6,10.3,284
1000,2.46,5,12,278
972,2.81,3,19,268
850,2.57,-2,24,273
747,2.16,-5,33,276
719,2.21,-7,33,279
700,2.13,-8,35,279
591,1.83,-17,37.7,278
545,1.88,-20,38,278
500,1.69,-25,37,277
300,1.14,-53,39,271
271,0.8,-58,38,276
234,0.74,-65,38,273
212,1.83,-66,40,273
200,3.6,-63,36,268
192,3.75,-62,35,266
183,3.48,-60,34,267
174,3.85,-59,34,272
159,3.88,-59,36,273
150,4.76,-58,36,269
131,6.64,-58,33,273
125,6.5,-58,35,275
119,6.86,-59,34,273
100,10,-58,36,276
89.5,11.4,-59,39,275
85.4,10.8,-59,39,272
77.6,14.7,-58,33,271
70,12.6,-59,34,273
64.1,14.8,-58,35,274
58.2,12.5,-59,36,276
52.9,14.6,-60,37,277
50,12.6,-60,38,278
48.1,12,-61,38,279
45.8,13.2,-61,38,282
43.6,11.8,-60,40,279
41.6,12.9,-59,39,277
37.8,11.2,-62,40,281
36,12.7,-62,40,281
32.7,12.2,-63,43,281
30,12.5,-64,45,281
26.8,12.4,-64,47,282
23.2,10.5,-64,40,280
20,10.4,-63,42,284
17.3,9.15,-64,42,284
14.2,7.15,-66,42,280
12.3,7.14,-64,42,283
11.1,6.52,-64,44,287
10,5.58,-65,46,284
8.7,4.48,-65,49,291
7,3.55,-63,53,282
5,2.38,-57,58,277
4,2.11,-50,57,283
3.7,1.79,-49,58,282
3.4,1.73,-47,57,285
