
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
1999-12-23,ABM,1.0,Ozone Monitoring

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,Macquarie Island,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A4984

#LOCATION
Latitude,Longitude,Height
-54.50,158.95,7

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1999-12-23,00:18:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
310.7,4,336,-0.991,333,0,0,Dobson,006

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80(GPS),,0.024,26.1,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
985,1.31,8,9.3,294
950,1.58,2,11,274
850,1.55,-4,9,266
817,1.65,-6,9,271
728,1.42,-12,12,273
700,1.37,-14,10,250
646,1.76,-18,9,258
572,1.73,-26,11,250
548,1.86,-27,10,230
500,1.54,-32,12,228
463,2.19,-35,8,232
389,4.71,-40,8,218
326,6.52,-42,12,237
300,7.02,-44,12,246
272,6.89,-45,12,250
261,6.98,-45,12,252
208,6,-48,12,262
200,5.61,-49,12,264
165,3.79,-49,12,272
150,3.32,-49,12,277
138,4.33,-49,12,281
132,3.06,-49,12,283
126,3.06,-49,12,285
120,2.82,-48,12,287
110,3.44,-48,12,291
105,2.82,-47,12,293
100,3.07,-46,12,295
95.7,4.71,-45,12,297
91.5,5.48,-45,12,299
87.5,7.43,-42,12,301
80.1,11.7,-41,12,305
73.3,12.4,-42,12,309
70,13.8,-42,14,305
67,14,-42,13,296
61.3,12.8,-43,10,281
56.1,12.3,-45,8,274
51.3,15,-44,7,273
50,14.8,-44,7,274
46.9,15,-44,6,277
44.9,15,-44,6,281
42.9,13.8,-44,6,286
41,14.8,-44,5,292
37.5,14.2,-43,5,310
35.9,15.6,-42,7,339
34.3,16.2,-42,5,337
32.8,16.2,-42,4,354
31.4,15.1,-42,2,355
30,15,-42,7,356
26.3,14.2,-40,5,43
25.2,13.3,-40,7,42
24.1,13.1,-40,7,56
23.1,13.7,-40,9,31
20,12.4,-38,11,52
19.4,12,-38,9,56
17,10.2,-38,6,46
16.3,10.4,-37,10,60
13.7,9.21,-35,8,61
12.6,8.49,-35,9,59
12,8.44,-35,11,69
10,7.28,-32,13,89
7,5.25,-27,20,89
5.6,3.89,-24,25,87
