
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
1999-12-28,ABM,1.0,Ozone Monitoring

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,Macquarie Island,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A4977

#LOCATION
Latitude,Longitude,Height
-54.50,158.95,7

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1999-12-28,23:40:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
293.6,4,324.2,-1.009,327,0,0,Dobson,006

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80(GPS),,0.062,26.35,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1007,1.42,6
1000,1.45,5
935,1.63,0
850,1.58,-5
773,1.53,-7
700,1.87,-9
662,1.96,-12
542,1.74,-22
520,1.25,-24
500,1.15,-27
440,1.1,-35
403,1.94,-38
369,4.32,-39
300,7.35,-42
296,7.4,-42
271,7.21,-42
237,5.71,-42
227,6.21,-42
200,6.17,-43
190,5.9,-44
174,4.09,-45
166,3.95,-45
150,4.9,-47
138,5.55,-48
121,5.38,-50
115,5.4,-51
100,6.87,-51
87.5,9.54,-49
83.6,9.46,-50
76.2,10.6,-50
72.8,10.3,-50
70,10.8,-49
66.4,11.6,-48
57.9,13,-49
55.3,12.7,-48
50,14,-48
46.1,14.8,-47
44.1,14.6,-47
42.1,14.1,-47
40.3,14.8,-46
38.5,14.7,-45
33.7,14.9,-44
30,14,-43
28.2,13.9,-42
25.8,12.7,-42
24.6,12.5,-42
22.6,11.6,-43
20,10.9,-41
18.9,11,-41
17.3,10.4,-40
15.8,9.59,-40
10,6.31,-33
8.3,5.39,-31
8,5.11,-31
7.6,5.06,-29
7,4.6,-28
6.5,4.19,-27
