* This file was re-written by PREP_CSX to apply WOUDC correction data.

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
1999-04-20,ABM,1.0,Atmosphere Watch

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,Fantasy Island,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A4948

#LOCATION
Latitude,Longitude,Height
-54.50,158.95,7

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1999-04-20,23:18:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
277,4,297,,332,2,0,Dobson,006
* Correction factor to 7 hPa was 1.117 but not applied with a residual of 20
* Correction factor if terminated at 15 hPa was 1.057 (residual 72)

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80(GPS),,0.02,26.5,constant_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1007,1.88,6,11.3,260
1000,2,5,12,256
972,2.49,1,14,242
901,2.4,-5,11,234
850,2.24,-8,9,213
700,1.87,-16,18,229
558,1.49,-26,23,217
500,1.42,-31,26,205
397,1.4,-41,33,198
316,1.02,-52,41,197
300,1.07,-54,40,196
250,4.93,-52,26,238
228,5.26,-48,14,265
208,4.63,-48,21,276
200,5.34,-48,23,281
174,8.46,-48,26,273
158,6.73,-48,22,295
150,5.64,-49,27,292
132,6.95,-49,23,283
115,8.41,-49,23,289
110,7.17,-49,23,285
100,7.36,-50,25,289
87.5,9.16,-49,23,290
76.3,14.6,-47,16,284
70,15.3,-49,20,296
63.6,12.5,-49,22,281
58,11.5,-48,20,298
55.4,12.2,-50,25,290
52.9,12,-50,24,280
50,12.2,-50,21,280
44.1,12.8,-50,11,286
40.2,12.5,-52,16,287
38.4,13,-50,16,290
36.6,13.2,-50,16,290
35,13,-51,18,287
33.4,13.1,-51,19,289
31.9,12.6,-51,18,282
30,12.2,-51,24,286
29.1,11.9,-51,24,278
25.4,13.8,-48,21,285
22.1,11.1,-48,20,277
20,11.4,-47,18,281
18.4,11.5,-47,17,268
16.8,10.7,-47,14,269
14.7,8.44,-51,17,283
12.8,6.55,-49,20,262
10,4.68,-48,22,276
8.5,3.9,-48,22,275
8.1,3.61,-48,23,277
7.4,3.1,-45,27,280
7.1,2.83,-44,29,272
