
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
1999-11-09,ABM,1.0,Ozone Monitoring

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,Macquarie Island,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A4995

#LOCATION
Latitude,Longitude,Height
-54.50,158.95,7

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1999-11-09,23:35:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
323,4,354.9,-1.009,358,0,0,Dobson,006
* RSA11 thermistor believed to be measuring box temp instead of pump temp.

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80(GPS),,0.014,27.48,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1003,2.09,6,14.9,313
1000,2.11,5,15,311
932,2.33,-2,18,294
850,2.14,-7,19,278
799,2.24,-7,17.2,261
700,1.68,-11,23,254
500,1.87,-25,27,246
402,1.61,-37,30,237
368,1.59,-41,33,236
337,1.72,-45,28.8,244
308,3.83,-47,26,255
300,3.59,-48,25,257
281,2.92,-50,25,264
268,4.19,-50,26,266
256,6.14,-50,27,264
245,6.51,-48,27,267
214,5.87,-47,28,279
200,5.52,-46,25,283
186,5.98,-46,25,285
178,5.69,-46,26,280
163,4.31,-45,25,271
156,5.88,-46,24,278
150,6.31,-46,24,277
142,5.39,-47,25,285
136,4.99,-48,26,282
130,5.17,-48,22.3,275
119,7.32,-47,21,282
108,8.34,-49,17,281
100,10.2,-49,21,293
98.8,10.3,-48,21,292
78.8,13.1,-46,17,301
72,11.2,-48,15,301
70,12,-47,16,304
65.7,14,-47,18,302
62.8,16.1,-47,17,283
60,17.1,-45,11,292
57.4,16.6,-45,14,312
54.9,15.9,-46,16,310
52.4,16.5,-47,18,295
50,16.4,-47,15,284
47.9,16.9,-45,13,288
43.8,17,-44,11,308
41.9,16.3,-45,12,304
38.3,16.3,-46,13,307
32,15.2,-45,10,310
30,14.8,-45,12,304
26.7,14.6,-44,11,318
21.4,12.7,-44,9,341
20,11.8,-43,8,346
17.9,10.9,-43,9,350
15.7,10.3,-40,10,343
12.6,8.67,-40,3,335
11.5,8.06,-40,3,238
10,6.89,-37,6,47
7,5.06,-34,10,55
6.6,4.73,-33
