* This file was re-written by PREP_CSX to apply WOUDC correction data.

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
1999-03-09,ABM,1.0,Atmosphere Watch

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,Fantasy Island,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A4953

#LOCATION
Latitude,Longitude,Height
-54.50,158.95,7

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1999-03-09,23:20:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
227,4,261,,298,0,5,Dobson,006
* Correction factor was 1.144 but not applied
* Residual Ozone was 34

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80(GPS),,0.01,27.3,constant_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1006,1.42,10,0,0
1000,1.47,10,0,0
971,1.74,7,0,0
870,2.21,8
850,2.65,7
809,3.56,5
752,2.84,1
700,2.87,0
672,2.35,-2
647,2.36,-3
623,3,-3
555,2.23,-8
534,2.38,-10
500,1.97,-13
456,1.31,-18
371,1.36,-30
341,1.97,-34
313,1.79,-37
300,1.88,-39
228,1.03,-54
200,0.91,-62
180,0.84,-66
171,1.76,-64
150,2.46,-58
141,3.58,-56
135,3.43,-57
111,3.95,-55
106,3.71,-56
100,3.77,-57
80,7.55,-57
76.3,8.58,-56
70,9.21,-56
57.5,12.2,-55
52.4,11.9,-54
50,12.2,-54
45.5,12,-54
43.5,12.2,-52
39.6,12,-53
34.5,12.8,-52
30,12.2,-52
28.6,11.4,-52
27.3,11.2,-51
26.1,12.1,-51
24.9,12.2,-51
23.8,11.7,-50
22.7,11.1,-50
21.7,10.8,-49
20.8,11,-49
20,10.8,-48
18.9,10.6,-48
16.5,9.47,-47
13.8,7.93,-44
10,5.83,-40
9.3,5.5,-39
8.1,4.9,-37
