*
* This file was generated using WODC 80 column formatted data
* 'na' is used where a model or instrument number is not available
*

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-03-02,ABM,0.0,

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,MACQUARIE ISLAND,AUS,94998

#INSTRUMENT
Name,Model,Number
Ecc,na,na

#LOCATION
Latitude,Longitude,Height
-54.5,158.967,6

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1994-09-16,05:00:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
370,,,1.05,406,0,4,,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidty,SampleTemperature
985,2.5,4,0,0,,,,,
850,2.9,-3,10,323,,,,,
700,2.3,-11,23,348,,,,,
500,1.7,-28,30,353,,,,,
467,1.5,-32,30,356,,,,,
410,2.0,-38,40,343,,,,,
300,1.7,-52,53,348,,,,,
248,5.8,-52,42,337,,,,,
216,7.7,-50,34,336,,,,,
200,8.2,-50,34,330,,,,,
188,7.9,-49,34,327,,,,,
180,8.3,-51,33,321,,,,,
150,8.8,-48,33,321,,,,,
143,7.4,-48,33,322,,,,,
100,15.7,-45,34,300,,,,,
91,13.0,-46,31,301,,,,,
83.1,16.7,-45,34,303,,,,,
75.9,15.8,-47,35,301,,,,,
70,17.5,-46,37,297,,,,,
66.3,18.6,-44,37,293,,,,,
50,18.3,-42,33,290,,,,,
35.5,16.1,-43,32,285,,,,,
30,15.8,-41,31,290,,,,,
28.5,15.1,-42,32,286,,,,,
24.9,15.2,-40,24,283,,,,,
20,13.0,-41,21,286,,,,,
12.9,8.0,-34,24,287,,,,,
10,6.2,-34,19,293,,,,,
7,4.2,-30,,,,,,,
5.3,2.7,-23,,,,,,,

* OC;VAISALA SYSTEM  XtrapO3=17

