*
* This file was generated using WODC 80 column formatted data
* 'na' is used where a model or instrument number is not available
*

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-03-02,ABM,0.0,

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,MACQUARIE ISLAND,AUS,94998

#INSTRUMENT
Name,Model,Number
Ecc,na,na

#LOCATION
Latitude,Longitude,Height
-54.5,158.967,6

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1994-07-08,05:00:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
136,,,1.15,307,2,5,,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidty,SampleTemperature
1003,3.6,4,0,0,,,,,
1000,3.6,3,15,304,,,,,
850,3.1,-4,21,285,,,,,
700,2.7,-10,25,264,,,,,
500,1.9,-25,33,254,,,,,
300,1.2,-55,31,250,,,,,
254,1.1,-65,33,249,,,,,
218,1.3,-71,39,246,,,,,
200,3.0,-68,42,245,,,,,
170,5.6,-62,35,248,,,,,
150,4.8,-62,37,250,,,,,
128,14.7,-59,40,252,,,,,
122,11.1,-59,41,253,,,,,
100,7.8,-62,46,252,,,,,
75,16.4,-61,48,258,,,,,
70,15.4,-62,49,262,,,,,
61.8,15.9,-63,48,262,,,,,
58.8,15.0,-64,50,260,,,,,
53.3,16.8,-65,51,261,,,,,

* OC;VAISALA SYSTEM  XtrapO3=130

