*
* This file was generated using WODC 80 column formatted data
* 'na' is used where a model or instrument number is not available
*

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-03-02,ABM,0.0,

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,MACQUARIE ISLAND,AUS,94998

#INSTRUMENT
Name,Model,Number
Ecc,na,na

#LOCATION
Latitude,Longitude,Height
-54.5,158.967,6

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1994-03-21,05:00:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
257,,,0.92,255,0,0,,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidty,SampleTemperature
1007,1.8,9,0,0,,,,,
1000,1.8,8,16,292,,,,,
850,2.3,2,25,280,,,,,
777,3.6,1,26,283,,,,,
700,2.5,-3,27,279,,,,,
619,2.0,-10,33,280,,,,,
500,2.0,-21,46,289,,,,,
300,1.2,-45,51,295,,,,,
278,1.0,-50,51,295,,,,,
230,1.1,-60,52,297,,,,,
200,2.7,-60,46,293,,,,,
165,3.7,-56,36,285,,,,,
150,3.5,-54,30,286,,,,,
143,3.2,-55,29,287,,,,,
130,3.7,-56,28,285,,,,,
124,5.6,-53,26,284,,,,,
100,4.9,-54,25,284,,,,,
85.6,6.3,-54,16,277,,,,,
81.7,8.0,-54,14,283,,,,,
70,9.8,-54,17,282,,,,,
50,12.2,-53,8,269,,,,,
42.6,13.2,-52,9,273,,,,,
35.4,10.2,-52,8,269,,,,,
33.8,10.1,-52,6,274,,,,,
30,12.6,-50,9,253,,,,,
26.8,13.8,-50,5,235,,,,,
24.5,13.4,-50,1,222,,,,,
23.4,14.0,-49,4,238,,,,,
20,11.5,-49,6,223,,,,,
17,9.0,-47,6,203,,,,,
10,5.7,-44,3,161,,,,,
7,4.4,-38,10,188,,,,,
5,3.4,-35,8,220,,,,,
4.5,3.1,-32,,,,,,,

* OC;VAISALA SYSTEM  XtrapO3=21

