*
* This file was generated using WODC 80 column formatted data
* 'na' is used where a model or instrument number is not available
*

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-03-02,ABM,0.0,

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,MACQUARIE ISLAND,AUS,94998

#INSTRUMENT
Name,Model,Number
Ecc,na,na

#LOCATION
Latitude,Longitude,Height
-54.5,158.967,6

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1994-10-20,10:00:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
374,,,1.01,395,0,0,,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidty,SampleTemperature
994,2.4,0,0,0,,,,,
850,2.4,-11,24,240,,,,,
700,2.2,-20,22,239,,,,,
569,2.0,-30,30,233,,,,,
500,2.3,-35,38,232,,,,,
480,2.7,-35,41,231,,,,,
352,1.8,-46,47,225,,,,,
300,5.3,-47,44,228,,,,,
281,6.3,-47,45,230,,,,,
256,6.3,-47,42,233,,,,,
234,7.2,-46,39,237,,,,,
205,7.5,-45,37,243,,,,,
200,6.9,-45,37,244,,,,,
196,6.3,-45,37,245,,,,,
171,8.7,-44,33,251,,,,,
150,10.3,-43,33,252,,,,,
137,7.0,-43,31,260,,,,,
110,10.9,-42,25,265,,,,,
105,9.8,-43,27,269,,,,,
100,12.4,-43,28,271,,,,,
91.8,14.2,-42,24,269,,,,,
80.4,14.1,-44,19,281,,,,,
70,15.4,-45,20,284,,,,,
58.7,18.2,-43,17,289,,,,,
53.7,17.6,-44,18,298,,,,,
50,17.8,-44,17,295,,,,,
42.9,17.3,-44,14,295,,,,,
37.5,15.9,-45,12,304,,,,,
30,15.6,-44,12,320,,,,,
27.4,13.9,-45,13,338,,,,,
24,13.8,-43,13,328,,,,,
20,12.7,-42,12,346,,,,,
17.6,11.7,-41,11,351,,,,,
16.8,11.9,-41,11,352,,,,,
16.1,11.6,-41,12,356,,,,,
10,6.7,-41,14,20,,,,,
7,4.8,-40,9,42,,,,,
5,3.3,-36,12,34,,,,,
4.1,2.6,-32,,,,,,,

* OC;VAISALA SYSTEM  XtrapO3=17

