*
* This file was generated using WODC 80 column formatted data
* 'na' is used where a model or instrument number is not available
*

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-03-02,ABM,0.0,

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,MACQUARIE ISLAND,AUS,94998

#INSTRUMENT
Name,Model,Number
Ecc,na,na

#LOCATION
Latitude,Longitude,Height
-54.5,158.967,6

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1994-06-06,12:00:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
230,,,1.09,283,2,4,,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidty,SampleTemperature
1016,2.6,4,0,0,,,,,
1000,2.7,4,2,251,,,,,
850,2.9,2,3,323,,,,,
700,2.8,-5,5,359,,,,,
500,2.1,-25,12,338,,,,,
432,2.3,-31,12,341,,,,,
300,1.6,-52,28,336,,,,,
263,2.6,-57,14,331,,,,,
217,2.6,-59,6,10,,,,,
200,3.2,-61,4,342,,,,,
163,6.8,-59,4,268,,,,,
150,4.3,-58,6,255,,,,,
148,4.0,-58,7,254,,,,,
128,4.8,-58,10,263,,,,,
111,5.3,-57,13,257,,,,,
100,6.9,-58,13,244,,,,,
87.6,7.8,-59,12,240,,,,,
83.5,7.1,-60,13,239,,,,,
75.8,5.4,-61,19,239,,,,,
70,5.3,-62,21,239,,,,,
59.4,11.4,-63,23,236,,,,,
56.6,11.8,-64,23,234,,,,,
50,11.3,-64,26,234,,,,,
44.3,12.4,-65,28,232,,,,,
40.1,10.9,-66,31,231,,,,,
32.9,12.1,-68,29,231,,,,,
30,11.6,-70,31,231,,,,,
23.1,11.1,-72,36,235,,,,,
20,9.7,-73,39,232,,,,,
16.2,7.4,-73,42,235,,,,,
15.3,7.5,-72,45,234,,,,,
10,4.5,-72,43,245,,,,,
7.9,3.4,-73,50,244,,,,,

* OC;VAISALA SYSTEM  XtrapO3=27

