*
* This file was generated using WODC 80 column formatted data
* 'na' is used where a model or instrument number is not available
*

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-03-02,ABM,0.0,

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,MACQUARIE ISLAND,AUS,94998

#INSTRUMENT
Name,Model,Number
Ecc,na,na

#LOCATION
Latitude,Longitude,Height
-54.5,158.967,6

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1994-06-01,15:00:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
258,,,1.04,288,0,8,,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidty,SampleTemperature
1031,2.8,5,0,0,,,,,
1000,3.1,4,10,286,,,,,
850,2.8,0,14,285,,,,,
700,2.4,-8,13,267,,,,,
500,1.8,-26,18,262,,,,,
300,1.4,-55,21,255,,,,,
265,1.2,-59,27,250,,,,,
229,1.8,-64,31,248,,,,,
200,3.4,-64,33,257,,,,,
188,4.3,-61,32,259,,,,,
171,4.5,-60,26,265,,,,,
163,5.6,-60,24,267,,,,,
150,4.1,-60,23,276,,,,,
128,2.7,-60,26,283,,,,,
100,5.0,-60,26,273,,,,,
70,10.0,-62,22,298,,,,,
50,13.0,-60,31,289,,,,,
44.2,14.2,-61,33,287,,,,,
38.2,14.8,-62,31,286,,,,,
30,14.0,-63,35,285,,,,,
20,10.0,-63,34,282,,,,,
18.4,9.4,-64,32,281,,,,,
17.5,9.7,-65,32,285,,,,,
16.7,9.6,-65,33,285,,,,,
13.1,6.5,-65,49,281,,,,,
10,5.2,-64,55,274,,,,,
7,3.8,-61,68,266,,,,,
5,2.8,-60,53,273,,,,,
4.7,2.7,-60,57,274,,,,,

* OC;NIGHT FLT:INTERPOLATED OZ|VAISALA SYS  XtrapO3=20

