*
* This file was generated using WODC 80 column formatted data
* 'na' is used where a model or instrument number is not available
*

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-03-02,ABM,0.0,

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,MACQUARIE ISLAND,AUS,94998

#INSTRUMENT
Name,Model,Number
Ecc,na,na

#LOCATION
Latitude,Longitude,Height
-54.5,158.967,6

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1994-10-10,10:00:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
253,,,1.04,402,0,5,,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidty,SampleTemperature
979,2.5,6,0,0,,,,,
850,2.6,-1,18,317,,,,,
700,2.4,-9,18,306,,,,,
500,1.9,-28,19,335,,,,,
446,2.0,-34,21,341,,,,,
391,1.5,-42,23,335,,,,,
342,1.4,-49,20,339,,,,,
300,3.9,-52,26,346,,,,,
200,8.7,-46,19,290,,,,,
189,9.5,-46,21,284,,,,,
172,6.8,-44,20,272,,,,,
150,12.4,-43,21,263,,,,,
144,13.0,-43,20,265,,,,,
138,12.9,-42,20,267,,,,,
106,17.2,-41,20,258,,,,,
100,13.9,-41,20,260,,,,,
92.7,12.2,-41,19,260,,,,,
81.1,13.2,-42,19,264,,,,,
70,16.4,-42,18,260,,,,,
62.2,14.7,-42,16,258,,,,,
56.9,17.1,-42,15,253,,,,,
52.1,15.7,-42,13,257,,,,,
50,16.5,-43,12,262,,,,,
43.6,16.6,-44,12,266,,,,,
39.9,17.0,-43,10,257,,,,,
34.9,15.8,-45,14,247,,,,,
30,15.1,-44,14,240,,,,,
29.2,15.3,-44,13,240,,,,,
20,11.5,-41,13,232,,,,,
17.9,10.2,-39,12,222,,,,,
17.2,10.6,-38,10,217,,,,,
10,6.2,-38,9,228,,,,,
8.5,5.1,-36,,,,,,,

* OC;VAISALA SYSTEM  XtrapO3=35

