*
* This file was generated using WODC 80 column formatted data
* 'na' is used where a model or instrument number is not available
*

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-03-02,ABM,0.0,

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,MACQUARIE ISLAND,AUS,94998

#INSTRUMENT
Name,Model,Number
Ecc,na,na

#LOCATION
Latitude,Longitude,Height
-54.5,158.967,6

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1994-09-25,02:00:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
309,,,1.19,424,0,0,,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidty,SampleTemperature
1001,2.1,4,0,0,,,,,
1000,2.1,4,5,321,,,,,
850,2.7,-5,7,312,,,,,
700,2.3,-15,6,252,,,,,
500,1.9,-31,13,256,,,,,
378,1.6,-47,15,263,,,,,
345,1.7,-50,16,268,,,,,
300,3.0,-52,13,261,,,,,
250,7.0,-50,10,254,,,,,
218,8.3,-48,11,245,,,,,
200,7.9,-48,12,238,,,,,
166,10.0,-46,12,238,,,,,
150,8.6,-47,11,242,,,,,
145,7.8,-46,12,243,,,,,
138,9.9,-45,14,241,,,,,
127,10.1,-46,14,241,,,,,
116,11.8,-44,15,252,,,,,
111,13.4,-43,16,256,,,,,
100,14.5,-44,19,252,,,,,
70,16.9,-42,25,250,,,,,
67.7,17.9,-41,23,249,,,,,
54.3,13.6,-42,30,256,,,,,
51.9,13.7,-43,30,252,,,,,
50,15.4,-43,30,247,,,,,
47.5,16.5,-44,28,243,,,,,
43.4,14.9,-42,27,250,,,,,
39.8,15.6,-41,29,252,,,,,
36.4,14.8,-42,31,248,,,,,
30,14.2,-42,30,249,,,,,
20,10.0,-43,29,267,,,,,
13.7,6.6,-42,42,248,,,,,

* OC;VAISALA SYSTEM  XtrapO3=46

