*
* This file was generated using WODC 80 column formatted data
* 'na' is used where a model or instrument number is not available
*

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-03-02,ABM,0.0,

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,MACQUARIE ISLAND,AUS,94998

#INSTRUMENT
Name,Model,Number
Ecc,na,na

#LOCATION
Latitude,Longitude,Height
-54.5,158.967,6

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1994-12-02,05:00:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
338,,,0.92,348,0,4,,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidty,SampleTemperature
1000,1.4,6,0,0,,,,,
850,2.0,-1,24,273,,,,,
700,2.0,-8,31,273,,,,,
635,2.6,-12,32,266,,,,,
541,1.9,-20,34,259,,,,,
500,2.1,-25,35,257,,,,,
370,1.9,-40,38,257,,,,,
324,5.3,-43,42,255,,,,,
300,5.2,-45,42,253,,,,,
259,6.6,-45,41,255,,,,,
200,5.4,-44,35,258,,,,,
150,5.4,-46,31,260,,,,,
132,8.0,-47,28,263,,,,,
115,8.5,-47,24,265,,,,,
100,11.2,-46,16,252,,,,,
91.9,10.9,-46,14,264,,,,,
76.7,12.4,-47,12,285,,,,,
70,14.8,-46,11,271,,,,,
64.1,16.4,-46,8,280,,,,,
58.5,16.0,-46,9,289,,,,,
50,16.8,-45,4,292,,,,,
42.7,16.1,-46,1,16,,,,,
40.9,15.4,-46,2,39,,,,,
37.3,15.5,-45,3,48,,,,,
34.1,15.0,-44,7,70,,,,,
30,15.6,-42,9,62,,,,,
22.9,14.3,-40,10,72,,,,,
21.9,14.7,-40,11,76,,,,,
20,13.0,-40,13,79,,,,,
16.9,11.2,-39,16,88,,,,,
16.2,11.2,-38,17,90,,,,,
13,9.3,-35,21,84,,,,,
10,7.5,-32,21,80,,,,,
7.5,6.1,-28,21,90,,,,,

* OC;VAISALA SYSTEM  XtrapO3=40

