*
* This file was generated using WODC 80 column formatted data
* 'na' is used where a model or instrument number is not available
*

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-03-02,ABM,0.0,

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,MACQUARIE ISLAND,AUS,94998

#INSTRUMENT
Name,Model,Number
Ecc,na,na

#LOCATION
Latitude,Longitude,Height
-54.5,158.967,6

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1994-04-10,23:00:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
280,,,1.06,317,0,0,,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidty,SampleTemperature
1007,2.9,5,0,0,,,,,
1000,2.8,4,5,239,,,,,
850,2.5,-8,10,259,,,,,
700,2.4,-13,17,282,,,,,
500,2.2,-27,29,297,,,,,
385,2.1,-39,35,301,,,,,
352,2.3,-44,38,301,,,,,
300,5.0,-49,31,296,,,,,
268,4.7,-52,28,292,,,,,
200,5.0,-53,29,286,,,,,
176,4.5,-54,26,287,,,,,
150,5.2,-53,27,287,,,,,
140,4.8,-53,27,285,,,,,
111,8.5,-54,22,282,,,,,
106,9.0,-54,20,286,,,,,
100,8.5,-54,19,290,,,,,
96.3,7.6,-54,18,293,,,,,
87.7,10.2,-54,19,300,,,,,
83.6,9.8,-54,21,297,,,,,
72.7,12.8,-53,20,285,,,,,
70,12.5,-53,20,284,,,,,
60.4,14.1,-52,15,293,,,,,
50,13.0,-54,14,296,,,,,
41.6,11.2,-52,15,286,,,,,
37.9,13.0,-52,15,292,,,,,
30,12.0,-50,17,308,,,,,
22.9,12.3,-49,17,294,,,,,
20,11.3,-49,18,280,,,,,
13.9,7.9,-46,16,287,,,,,
10,5.8,-43,14,283,,,,,
7.4,2.9,-39,22,291,,,,,

* OC;VAISALA SYSTEM  XtrapO3=20

