*
* This file was generated using WODC 80 column formatted data
* 'na' is used where a model or instrument number is not available
*

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-03-02,ABM,0.0,

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,MACQUARIE ISLAND,AUS,94998

#INSTRUMENT
Name,Model,Number
Ecc,na,na

#LOCATION
Latitude,Longitude,Height
-54.5,158.967,6

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1994-04-24,04:00:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
326,,,0.92,337,2,0,,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidty,SampleTemperature
996,2.4,5,0,0,,,,,
850,2.3,-7,14,266,,,,,
700,2.0,-16,18,275,,,,,
500,1.7,-37,22,272,,,,,
406,1.7,-47,29,283,,,,,
300,3.6,-50,29,290,,,,,
234,6.7,-47,28,292,,,,,
224,5.8,-47,29,294,,,,,
200,6.1,-47,31,290,,,,,
178,7.1,-46,32,291,,,,,
156,4.2,-46,31,288,,,,,
150,4.5,-46,30,290,,,,,
130,5.4,-48,29,288,,,,,
100,12.6,-47,31,293,,,,,
86.4,15.9,-44,27,289,,,,,
79,13.5,-45,26,292,,,,,
75.5,14.5,-46,26,291,,,,,
70,12.7,-45,25,290,,,,,
60.3,11.3,-47,30,298,,,,,
50,13.6,-45,25,291,,,,,
46,15.4,-44,23,297,,,,,
42.1,14.4,-46,25,301,,,,,
32.1,16.2,-45,23,299,,,,,
30,15.9,-46,23,298,,,,,
24.4,15.5,-47,25,290,,,,,
20,14.2,-48,23,286,,,,,
18.6,12.7,-47,21,292,,,,,
10,7.3,-49,31,277,,,,,
7.5,5.4,-48,,,,,,,

* OC;VAISALA SYSTEM  XtrapO3=39

