*
* This file was generated using WODC 80 column formatted data
* 'na' is used where a model or instrument number is not available
*

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-03-02,ABM,0.0,

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,MACQUARIE ISLAND,AUS,94998

#INSTRUMENT
Name,Model,Number
Ecc,na,na

#LOCATION
Latitude,Longitude,Height
-54.5,158.967,6

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1994-03-14,04:00:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
260,,,0.92,259,0,0,,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidty,SampleTemperature
1011,1.6,9,0,0,,,,,
1000,1.7,8,11,255,,,,,
850,2.2,1,12,279,,,,,
810,2.6,2,14,281,,,,,
724,2.1,2,16,274,,,,,
700,2.7,2,14,273,,,,,
672,3.7,0,13,266,,,,,
600,2.5,-7,15,265,,,,,
500,1.6,-18,14,276,,,,,
401,1.3,-30,22,298,,,,,
337,1.3,-40,23,305,,,,,
300,1.9,-46,25,303,,,,,
257,1.4,-53,27,303,,,,,
223,2.4,-58,28,300,,,,,
200,1.4,-58,23,296,,,,,
176,2.6,-54,20,287,,,,,
150,2.8,-56,17,292,,,,,
100,7.8,-55,14,275,,,,,
91,8.6,-55,10,278,,,,,
82.8,7.0,-53,9,290,,,,,
75.5,10.0,-53,10,305,,,,,
70,10.6,-54,10,292,,,,,
50,13.6,-52,5,331,,,,,
47.4,12.8,-53,7,303,,,,,
45.2,13.2,-53,7,284,,,,,
41.2,12.6,-53,6,251,,,,,
34.2,13.1,-52,4,229,,,,,
31.2,11.7,-52,4,223,,,,,
30,12.5,-51,3,217,,,,,
28.4,12.9,-51,3,222,,,,,
25.9,12.6,-50,3,196,,,,,
24.8,11.8,-50,3,148,,,,,
20,9.8,-50,2,73,,,,,
10,5.9,-43,5,173,,,,,
7,4.5,-39,3,301,,,,,
5,3.4,-32,7,214,,,,,
4.6,3.1,-31,4,232,,,,,

* OC;VAISALA SYSTEM  XtrapO3=21

