*
* This file was generated using WODC 80 column formatted data
* 'na' is used where a model or instrument number is not available
*

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-03-02,ABM,0.0,

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,MACQUARIE ISLAND,AUS,94998

#INSTRUMENT
Name,Model,Number
Ecc,na,na

#LOCATION
Latitude,Longitude,Height
-54.5,158.967,6

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1994-07-27,11:00:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
154,,,1.01,304,2,5,,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidty,SampleTemperature
1015,2.6,6,0,0,,,,,
1000,2.8,5,15,52,,,,,
850,3.0,2,15,51,,,,,
700,2.5,-8,14,43,,,,,
500,2.0,-25,13,24,,,,,
394,1.3,-37,10,9,,,,,
300,1.3,-52,16,1,,,,,
237,1.1,-65,18,354,,,,,
200,1.7,-71,19,347,,,,,
175,3.6,-71,18,328,,,,,
150,8.2,-64,17,303,,,,,
144,9.0,-64,17,301,,,,,
124,6.4,-63,19,293,,,,,
113,7.6,-64,21,288,,,,,
107,10.7,-64,21,289,,,,,
100,11.7,-64,24,287,,,,,
92.7,11.0,-64,26,284,,,,,
84,11.4,-65,29,281,,,,,
76.1,16.6,-63,34,288,,,,,
70,16.5,-63,37,290,,,,,
62.6,17.0,-63,37,288,,,,,
59.7,16.4,-64,39,282,,,,,
50,18.7,-62,45,278,,,,,
46.8,19.3,-62,44,280,,,,,

* OC;VAISALA SYSTEM  XtrapO3=148

