*
* This file was generated using WODC 80 column formatted data
* 'na' is used where a model or instrument number is not available
*

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-03-02,ABM,0.0,

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,MACQUARIE ISLAND,AUS,94998

#INSTRUMENT
Name,Model,Number
Ecc,na,na

#LOCATION
Latitude,Longitude,Height
-54.5,158.967,6

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1994-03-27,07:00:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
288,,,0.87,271,0,0,,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidty,SampleTemperature
1010,2.1,6,0,0,,,,,
1000,2.1,5,23,261,,,,,
850,1.8,-6,27,261,,,,,
700,1.8,-13,28,258,,,,,
664,2.3,-15,31,257,,,,,
565,2.5,-20,48,261,,,,,
500,1.5,-24,65,265,,,,,
388,1.6,-36,66,265,,,,,
340,1.4,-43,67,268,,,,,
300,2.1,-49,68,271,,,,,
284,2.0,-51,68,273,,,,,
215,4.6,-49,61,271,,,,,
200,4.5,-49,55,271,,,,,
180,4.0,-49,52,272,,,,,
164,4.8,-48,47,269,,,,,
150,3.7,-49,43,271,,,,,
136,3.0,-50,36,275,,,,,
108,5.7,-51,36,269,,,,,
100,5.7,-53,30,273,,,,,
94.1,5.4,-53,28,279,,,,,
85.7,6.6,-53,29,274,,,,,
78.1,10.5,-52,23,266,,,,,
70,9.2,-53,21,278,,,,,
50,13.4,-52,16,272,,,,,
44.7,13.8,-52,11,275,,,,,
38.9,12.8,-52,14,279,,,,,
35.5,13.6,-51,10,261,,,,,
32.3,13.0,-52,10,267,,,,,
30,13.7,-51,10,268,,,,,
28.2,14.7,-50,8,266,,,,,
23.5,14.9,-49,6,274,,,,,
20,13.9,-50,5,314,,,,,
12.9,9.6,-52,6,4,,,,,
10,5.8,-49,8,357,,,,,
7,4.9,-43,2,16,,,,,
5,3.8,-38,5,318,,,,,
4.6,3.4,-37,6,321,,,,,

* OC;VAISALA SYSTEM  XtrapO3=23

