*
* This file was generated using WODC 80 column formatted data
* 'na' is used where a model or instrument number is not available
*

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-03-02,ABM,0.0,

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,MACQUARIE ISLAND,AUS,94998

#INSTRUMENT
Name,Model,Number
Ecc,na,na

#LOCATION
Latitude,Longitude,Height
-54.5,158.967,6

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1994-10-04,11:00:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
294,,,1.02,319,0,2,,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidty,SampleTemperature
1009,2.4,5,0,0,,,,,
1000,2.5,4,9,11,,,,,
850,2.8,2,7,352,,,,,
777,2.6,-2,7,164,,,,,
700,2.9,-8,12,338,,,,,
641,2.2,-12,10,322,,,,,
569,1.8,-18,11,354,,,,,
500,2.2,-22,9,330,,,,,
300,1.5,-52,13,306,,,,,
225,1.4,-66,12,313,,,,,
200,4.4,-63,13,285,,,,,
185,5.9,-60,14,267,,,,,
176,4.7,-59,14,259,,,,,
168,4.7,-59,14,257,,,,,
150,6.9,-58,14,254,,,,,
139,5.7,-57,15,249,,,,,
132,5.9,-57,16,248,,,,,
120,9.2,-57,18,240,,,,,
100,10.6,-57,18,238,,,,,
86.4,11.8,-56,30,229,,,,,
74.9,9.8,-57,34,233,,,,,
70,10.5,-57,36,231,,,,,
59.1,13.4,-58,35,224,,,,,
50,14.7,-58,39,224,,,,,
44.4,16.4,-57,38,221,,,,,
30,13.5,-60,45,218,,,,,
23.8,12.3,-61,46,218,,,,,
20,9.6,-61,49,216,,,,,
18.7,8.6,-61,49,216,,,,,
14.1,7.9,-54,54,214,,,,,
10,5.6,-51,47,212,,,,,
7,4.0,-43,42,212,,,,,
5,2.7,-36,,,,,,,
5,2.7,-36,,,,,,,

* OC;VAISALA SYSTEM  XtrapO3=19

