*
* This file was generated using WODC 80 column formatted data
* 'na' is used where a model or instrument number is not available
*

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-03-02,ABM,0.0,

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,MACQUARIE ISLAND,AUS,94998

#INSTRUMENT
Name,Model,Number
Ecc,na,na

#LOCATION
Latitude,Longitude,Height
-54.5,158.967,6

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1994-06-03,12:00:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
256,,,0.98,281,2,7,,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidty,SampleTemperature
1032,2.4,6,0,0,,,,,
1000,3.0,4,11,267,,,,,
850,3.2,-4,6,322,,,,,
700,2.7,-8,8,264,,,,,
500,2.3,-27,15,264,,,,,
300,1.6,-55,18,264,,,,,
252,1.7,-63,20,248,,,,,
228,3.4,-65,21,239,,,,,
200,4.3,-65,21,249,,,,,
187,4.1,-66,22,248,,,,,
150,6.1,-63,18,237,,,,,
139,5.5,-63,15,239,,,,,
115,7.7,-63,18,253,,,,,
104,6.8,-64,20,252,,,,,
100,8.0,-64,21,252,,,,,
89.8,9.1,-65,23,244,,,,,
81.4,8.0,-66,23,241,,,,,
73.7,9.4,-67,24,248,,,,,
70,8.4,-67,25,248,,,,,
66.7,7.8,-68,26,252,,,,,
50,13.8,-68,32,257,,,,,
44.7,15.0,-70,35,256,,,,,
38.5,13.6,-70,35,259,,,,,
34.8,13.5,-70,36,264,,,,,
30,13.0,-69,40,260,,,,,
20,8.6,-68,45,259,,,,,
16.4,6.7,-68,51,262,,,,,
14.8,7.5,-68,51,264,,,,,
10,4.4,-67,63,278,,,,,
7,3.3,-67,79,278,,,,,
6.7,3.3,-66,77,278,,,,,

* OC;VAISALA SYSTEM  XtrapO3=24

