*
* This file was generated using WODC 80 column formatted data
* 'na' is used where a model or instrument number is not available
*

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-03-02,ABM,0.0,

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,MACQUARIE ISLAND,AUS,94998

#INSTRUMENT
Name,Model,Number
Ecc,na,na

#LOCATION
Latitude,Longitude,Height
-54.5,158.967,6

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1994-05-14,06:00:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
171,,,1.04,289,2,0,,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidty,SampleTemperature
984,2.8,4,0,0,,,,,
850,2.8,-5,16,298,,,,,
700,2.4,-14,21,318,,,,,
500,1.9,-29,42,322,,,,,
300,1.4,-55,64,338,,,,,
282,1.5,-57,61,336,,,,,
257,4.7,-54,50,329,,,,,
200,5.9,-54,32,318,,,,,
161,8.3,-52,27,310,,,,,
150,7.6,-53,26,311,,,,,
140,7.2,-53,25,307,,,,,
122,7.4,-56,26,304,,,,,
111,5.3,-57,25,299,,,,,
100,7.4,-56,20,306,,,,,
91.5,8.5,-57,21,304,,,,,
87.3,7.6,-58,24,301,,,,,
79.3,9.7,-59,28,298,,,,,
75.6,9.4,-59,28,297,,,,,
70,13.6,-59,27,293,,,,,
68.7,14.5,-59,27,292,,,,,
59.5,15.1,-60,25,289,,,,,
50,14.5,-61,24,289,,,,,
36.7,13.9,-62,29,285,,,,,

* OC;VAISALA SYSTEM| EARLY BURST  XtrapO3=107

