*
* This file was generated using WODC 80 column formatted data
* 'na' is used where a model or instrument number is not available
*

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-03-02,ABM,0.0,

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,MACQUARIE ISLAND,AUS,94998

#INSTRUMENT
Name,Model,Number
Ecc,na,na

#LOCATION
Latitude,Longitude,Height
-54.5,158.967,6

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1994-07-28,11:00:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
227,,,1.06,299,2,7,,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidty,SampleTemperature
1008,2.6,6,0,0,,,,,
1000,2.7,6,10,355,,,,,
850,3.0,0,14,17,,,,,
700,2.8,-8,14,4,,,,,
500,2.1,-26,16,19,,,,,
300,1.8,-54,20,206,,,,,
270,1.7,-58,23,34,,,,,
223,3.0,-64,20,12,,,,,
200,4.1,-63,16,356,,,,,
166,7.5,-60,14,342,,,,,
150,8.0,-61,13,120,,,,,
137,7.4,-61,16,320,,,,,
124,8.3,-61,19,306,,,,,
108,3.8,-62,20,287,,,,,
100,4.9,-62,21,284,,,,,
80.4,11.1,-64,29,280,,,,,
70,8.4,-66,29,272,,,,,
62.8,9.6,-66,28,279,,,,,
54.1,11.3,-67,39,282,,,,,
50,13.9,-67,41,279,,,,,
49,14.5,-67,41,279,,,,,
38.2,14.8,-67,51,275,,,,,
30,13.4,-67,54,276,,,,,
20,9.3,-68,68,276,,,,,
15.5,6.8,-69,72,273,,,,,

* OC;VAISALA SYSTEM  XtrapO3=54

