*
* This file was generated using WODC 80 column formatted data
* 'na' is used where a model or instrument number is not available
*

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-03-02,ABM,0.0,

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,MACQUARIE ISLAND,AUS,94998

#INSTRUMENT
Name,Model,Number
Ecc,na,na

#LOCATION
Latitude,Longitude,Height
-54.5,158.967,6

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1994-06-30,05:00:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
325,,,0.86,324,2,5,,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidty,SampleTemperature
989,3.3,2,0,0,,,,,
850,3.3,-6,10,251,,,,,
700,2.9,-14,6,255,,,,,
500,2.5,-30,10,265,,,,,
357,1.9,-50,9,302,,,,,
300,2.7,-56,16,267,,,,,
269,3.5,-57,22,259,,,,,
245,6.4,-57,23,256,,,,,
200,9.4,-55,26,259,,,,,
184,13.2,-53,25,269,,,,,
168,11.6,-52,26,260,,,,,
161,7.1,-52,27,260,,,,,
150,9.0,-53,28,262,,,,,
140,10.7,-52,29,257,,,,,
127,9.5,-52,26,261,,,,,
122,9.6,-53,28,262,,,,,
116,10.0,-53,28,260,,,,,
106,8.3,-53,28,258,,,,,
100,9.3,-53,28,260,,,,,
91.9,11.2,-54,33,257,,,,,
87.7,9.6,-54,33,257,,,,,
79.9,11.8,-54,33,262,,,,,
70,12.5,-54,35,259,,,,,
66.2,13.3,-54,36,260,,,,,
50,14.4,-57,40,265,,,,,
35.9,15.8,-54,44,259,,,,,
30,15.2,-57,48,263,,,,,
25.8,13.6,-58,51,265,,,,,
20,12.4,-60,55,265,,,,,
15.2,10.3,-62,58,265,,,,,
11.9,7.5,-64,62,270,,,,,
10,6.9,-64,75,265,,,,,
9.3,6.5,-65,81,266,,,,,

* OC;VAISALA SYSTEM  XtrapO3=50

