*
* This file was generated using WODC 80 column formatted data
* 'na' is used where a model or instrument number is not available
*

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-03-02,ABM,0.0,

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,MACQUARIE ISLAND,AUS,94998

#INSTRUMENT
Name,Model,Number
Ecc,na,na

#LOCATION
Latitude,Longitude,Height
-54.5,158.967,6

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1994-10-16,22:00:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
384,,,0.97,404,0,5,,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidty,SampleTemperature
998,1.9,3,0,0,,,,,
850,2.3,-9,8,264,,,,,
700,2.3,-16,13,278,,,,,
531,2.1,-28,26,258,,,,,
500,2.4,-29,32,255,,,,,
448,1.7,-33,38,254,,,,,
430,1.7,-35,41,255,,,,,
377,2.4,-41,50,259,,,,,
345,1.9,-45,54,262,,,,,
300,2.1,-50,69,269,,,,,
274,2.6,-53,67,269,,,,,
250,5.5,-52,58,263,,,,,
228,6.1,-52,50,260,,,,,
218,6.1,-49,48,261,,,,,
208,5.0,-47,46,261,,,,,
200,5.7,-46,44,261,,,,,
174,8.9,-45,43,268,,,,,
150,9.9,-42,39,259,,,,,
139,9.0,-42,35,267,,,,,
122,12.1,-41,35,266,,,,,
111,9.1,-42,32,266,,,,,
100,14.6,-41,25,269,,,,,
93.3,18.0,-41,22,273,,,,,
85.4,15.3,-42,22,272,,,,,
78.2,17.7,-41,21,273,,,,,
70,19.0,-41,18,269,,,,,
65.6,19.8,-42,15,274,,,,,
62.7,19.3,-42,15,277,,,,,
57.4,20.0,-41,15,271,,,,,
50,19.5,-41,11,289,,,,,
44.1,19.3,-40,9,278,,,,,
30,16.3,-41,5,289,,,,,
23.8,15.7,-40,3,266,,,,,
20.8,13.1,-40,1,276,,,,,
20,13.8,-40,2,63,,,,,
19.1,14.3,-40,3,71,,,,,
17.5,12.0,-40,7,82,,,,,
16.7,12.6,-40,7,69,,,,,
14,10.2,-40,6,61,,,,,
10,7.3,-39,14,80,,,,,
7,4.8,-38,15,93,,,,,
7,4.8,-38,15,93,,,,,

* OC;VAISALA SYSTEM  XtrapO3=33

