*
* This file was generated using WODC 80 column formatted data
* 'na' is used where a model or instrument number is not available
*

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-03-02,ABM,0.0,

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,MACQUARIE ISLAND,AUS,94998

#INSTRUMENT
Name,Model,Number
Ecc,na,na

#LOCATION
Latitude,Longitude,Height
-54.5,158.967,6

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1994-05-24,11:00:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
320,,,0.95,318,2,7,,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidty,SampleTemperature
994,2.8,5,0,0,,,,,
850,2.7,-1,11,118,,,,,
700,2.4,-9,8,111,,,,,
500,1.8,-27,10,111,,,,,
382,1.4,-43,14,124,,,,,
300,1.4,-54,18,117,,,,,
277,1.4,-58,18,112,,,,,
229,3.2,-55,9,175,,,,,
219,2.9,-54,9,183,,,,,
200,3.8,-53,7,202,,,,,
182,5.2,-51,9,231,,,,,
173,7.9,-51,10,236,,,,,
158,6.6,-52,12,240,,,,,
150,6.9,-52,12,240,,,,,
131,8.2,-52,11,239,,,,,
120,12.4,-52,11,236,,,,,
109,10.9,-52,11,241,,,,,
100,12.0,-52,13,239,,,,,
86.5,12.1,-53,13,243,,,,,
82.6,10.9,-53,14,240,,,,,
78.8,12.3,-53,14,237,,,,,
70,11.8,-53,11,230,,,,,
62.5,13.1,-53,13,258,,,,,
54.3,16.1,-52,11,249,,,,,
50,16.0,-53,12,254,,,,,
45.1,16.5,-53,10,231,,,,,
37.4,16.6,-52,11,264,,,,,
30,14.6,-51,12,224,,,,,
23.6,13.4,-53,8,234,,,,,
21.5,13.8,-53,6,258,,,,,
20,13.1,-53,5,260,,,,,
17.8,10.6,-53,8,245,,,,,
16.2,10.2,-51,7,243,,,,,
12.3,6.5,-53,7,224,,,,,
11.7,6.5,-53,6,234,,,,,
10,5.8,-53,7,259,,,,,
7,4.4,-52,9,244,,,,,
5,3.0,-50,8,260,,,,,
3.7,2.2,-57,19,246,,,,,

* OC;VAISALA SYSTEM  XtrapO3=14

