*
* This file was generated using WODC 80 column formatted data
* 'na' is used where a model or instrument number is not available
*

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-03-02,ABM,0.0,

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,MACQUARIE ISLAND,AUS,94998

#INSTRUMENT
Name,Model,Number
Ecc,na,na

#LOCATION
Latitude,Longitude,Height
-54.5,158.967,6

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1994-06-14,03:00:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
316,,,0.97,321,2,5,,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidty,SampleTemperature
1003,2.8,6,0,0,,,,,
1000,2.8,6,11,355,,,,,
850,2.9,0,15,347,,,,,
700,2.6,-9,15,341,,,,,
500,1.9,-26,15,346,,,,,
300,1.3,-56,13,304,,,,,
254,1.1,-66,15,316,,,,,
200,4.4,-60,22,330,,,,,
180,6.0,-58,17,319,,,,,
164,6.9,-58,16,315,,,,,
150,6.0,-57,19,315,,,,,
136,10.4,-54,17,311,,,,,
118,9.6,-54,16,318,,,,,
100,11.8,-55,17,304,,,,,
93.3,12.7,-55,15,299,,,,,
89,11.1,-56,15,291,,,,,
77.3,14.4,-54,14,286,,,,,
70,13.5,-55,13,285,,,,,
64,13.2,-56,14,277,,,,,
53,16.8,-56,16,283,,,,,
50,16.6,-57,16,279,,,,,
48.2,16.2,-58,20,270,,,,,
43.8,16.6,-59,23,268,,,,,
37.9,16.2,-60,20,270,,,,,
30,14.6,-60,28,270,,,,,
28.4,14.8,-61,29,271,,,,,
22.3,11.0,-64,32,261,,,,,
21.2,11.1,-64,32,262,,,,,
20,10.7,-64,33,264,,,,,
15.8,8.2,-65,35,259,,,,,
10,5.0,-67,40,266,,,,,
7,3.4,-67,48,269,,,,,
5,2.4,-65,56,273,,,,,
4,2.0,-61,,,,,,,

* OC;VAISALA SYSTEM  XtrapO3=15

