*
* This file was generated using WODC 80 column formatted data
* 'na' is used where a model or instrument number is not available
*

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-03-02,ABM,0.0,

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,MACQUARIE ISLAND,AUS,94998

#INSTRUMENT
Name,Model,Number
Ecc,na,na

#LOCATION
Latitude,Longitude,Height
-54.5,158.967,6

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1994-08-04,11:00:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
323,,,0.94,341,2,5,,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidty,SampleTemperature
1014,2.7,4,0,0,,,,,
1000,2.9,3,11,287,,,,,
850,3.3,1,9,294,,,,,
700,2.8,-8,6,309,,,,,
500,2.3,-26,6,240,,,,,
300,1.5,-54,14,203,,,,,
224,1.4,-68,23,202,,,,,
200,3.3,-70,21,212,,,,,
166,8.9,-62,20,234,,,,,
158,9.0,-60,17,239,,,,,
150,10.5,-59,17,248,,,,,
137,13.0,-58,18,256,,,,,
125,8.9,-56,24,246,,,,,
114,7.2,-57,28,246,,,,,
100,10.4,-55,30,250,,,,,
89.7,13.9,-55,31,254,,,,,
77.8,13.0,-56,38,252,,,,,
70,13.6,-56,40,251,,,,,
55.9,15.2,-57,45,254,,,,,
50,15.2,-58,49,256,,,,,
44.1,17.0,-58,50,252,,,,,
42,16.6,-59,51,251,,,,,
38.2,16.9,-58,53,252,,,,,
33.1,15.0,-58,53,252,,,,,
30,14.3,-61,58,252,,,,,
24.8,13.8,-63,64,246,,,,,
22.5,14.3,-62,68,243,,,,,
20,12.7,-64,74,243,,,,,
18.5,10.9,-61,74,239,,,,,
16.8,9.7,-61,75,235,,,,,
16,10.0,-60,78,234,,,,,
14.5,10.0,-60,80,235,,,,,
13.2,9.4,-61,80,233,,,,,
10,6.8,-61,85,226,,,,,
7.8,5.3,-56,99,222,,,,,

* OC;VAISALA SYSTEM  XtrapO3=39

