*
* This file was generated using WODC 80 column formatted data
* 'na' is used where a model or instrument number is not available
*

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-03-02,ABM,0.0,

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,MACQUARIE ISLAND,AUS,94998

#INSTRUMENT
Name,Model,Number
Ecc,na,na

#LOCATION
Latitude,Longitude,Height
-54.5,158.967,6

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1994-11-02,04:00:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
321,,,1.04,354,0,0,,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidty,SampleTemperature
1009,2.4,6,0,0,,,,,
1000,2.4,5,19,295,,,,,
850,2.2,-5,18,280,,,,,
700,2.4,-9,24,283,,,,,
500,2.1,-25,28,266,,,,,
300,1.4,-50,39,265,,,,,
260,1.3,-56,43,262,,,,,
225,4.6,-56,35,263,,,,,
200,5.8,-51,31,266,,,,,
178,6.4,-49,28,267,,,,,
163,4.8,-50,28,265,,,,,
150,4.8,-49,27,263,,,,,
142,4.4,-48,27,266,,,,,
100,10.8,-47,24,265,,,,,
70,16.2,-46,27,259,,,,,
50,16.2,-45,22,260,,,,,
45.8,16.3,-45,23,250,,,,,
38.3,16.1,-42,17,245,,,,,
30,14.3,-42,13,237,,,,,
23.5,12.8,-42,16,253,,,,,
22.5,13.2,-42,16,250,,,,,
20,12.2,-42,11,244,,,,,
16.5,9.5,-42,12,236,,,,,
10,6.2,-40,4,168,,,,,
7,4.4,-38,9,144,,,,,
5.1,2.9,-33,18,120,,,,,

* OC;VAISALA SYSTEM  XtrapO3=19

