*
* This file was generated using WODC 80 column formatted data
* 'na' is used where a model or instrument number is not available
*

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-03-02,ABM,0.0,

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,MACQUARIE ISLAND,AUS,94998

#INSTRUMENT
Name,Model,Number
Ecc,na,na

#LOCATION
Latitude,Longitude,Height
-54.5,158.967,6

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1994-05-05,04:00:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
251,,,0.99,279,2,4,,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidty,SampleTemperature
1003,2.3,7,0,0,,,,,
1000,2.3,7,20,311,,,,,
850,2.1,2,29,280,,,,,
700,2.3,-4,36,278,,,,,
500,2.2,-22,39,282,,,,,
410,2.3,-30,40,281,,,,,
300,1.4,-46,46,287,,,,,
200,1.4,-65,49,283,,,,,
179,2.6,-62,45,284,,,,,
150,3.1,-56,39,278,,,,,
135,2.5,-54,35,279,,,,,
123,3.5,-54,32,284,,,,,
112,3.3,-56,31,288,,,,,
107,4.7,-56,30,288,,,,,
100,6.5,-55,28,283,,,,,
97.1,7.7,-54,27,282,,,,,
88.4,4.6,-54,26,281,,,,,
80.5,7.0,-54,23,277,,,,,
70,7.6,-55,20,290,,,,,
63.7,8.4,-55,21,288,,,,,
58,12.3,-52,17,291,,,,,
52.9,10.8,-53,15,292,,,,,
50,11.1,-53,19,285,,,,,
36.4,14.0,-52,18,279,,,,,
30,14.1,-53,20,307,,,,,
26.3,14.3,-52,23,288,,,,,
24,12.3,-52,24,289,,,,,
22.9,12.7,-50,25,289,,,,,
20,12.6,-50,26,295,,,,,
19.1,12.7,-51,27,294,,,,,
15.8,10.9,-51,29,287,,,,,
15.1,8.9,-51,29,287,,,,,
13.2,8.3,-50,25,293,,,,,
12,7.4,-50,25,292,,,,,
10,6.8,-49,23,281,,,,,
7,4.9,-47,32,284,,,,,
6.3,4.5,-46,34,282,,,,,

* OC;VAISALA SYSTEM  XtrapO3=32

