*
* This file was generated using WODC 80 column formatted data
* 'na' is used where a model or instrument number is not available
*

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2000-03-02,ABM,0.0,

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,029,MACQUARIE ISLAND,AUS,94998

#INSTRUMENT
Name,Model,Number
Ecc,na,na

#LOCATION
Latitude,Longitude,Height
-54.5,158.967,6

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1994-03-31,05:00:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
260,,,1.04,287,0,5,,

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidty,SampleTemperature
1000,1.9,6,0,0,,,,,
850,2.2,-1,26,280,,,,,
700,2.0,-4,41,286,,,,,
500,1.8,-19,48,291,,,,,
410,1.3,-29,48,297,,,,,
300,1.3,-44,62,293,,,,,
218,1.1,-62,59,286,,,,,
200,2.7,-60,50,292,,,,,
172,4.0,-55,43,286,,,,,
150,4.3,-55,38,280,,,,,
136,4.1,-54,32,278,,,,,
124,6.5,-53,31,283,,,,,
113,6.8,-53,34,288,,,,,
108,7.6,-53,34,286,,,,,
100,5.2,-53,33,279,,,,,
77.8,6.6,-54,27,274,,,,,
70,8.0,-52,22,275,,,,,
58.8,11.5,-53,23,271,,,,,
53.6,11.1,-53,20,270,,,,,
50,11.7,-53,20,275,,,,,
44.5,12.6,-52,20,275,,,,,
42.5,12.4,-53,19,273,,,,,
35.3,13.5,-52,16,272,,,,,
30,13.2,-53,16,269,,,,,
24.4,11.1,-50,14,275,,,,,
21.2,11.2,-51,13,280,,,,,
20,11.8,-50,12,284,,,,,
19.4,12.4,-50,11,291,,,,,
17.7,11.9,-49,14,286,,,,,
16.1,10.1,-48,14,274,,,,,
10,6.4,-47,11,300,,,,,
7,4.5,-44,27,264,,,,,
5,2.9,-41,21,278,,,,,
4.4,2.5,-40,,,,,,,

* OC;VAISALA SYSTEM  XtrapO3=17

