
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2003-06-04,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,394,Broadmeadows,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A12155

#LOCATION
Latitude,Longitude,Height
-37.68,144.95,110

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2003-06-04,03:11:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
259.3,4,302.6,-0.978,296,0,0,Dobson,115

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80,,0.120,25.90,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
995,1.8,17,7.2,8
939,2.5,12
906,2.6,10
873,2.7,7
873,2.7,7
850,2.7,6
753,2.5,-3
700,2.6,-5
672,2.6,-5
500,1.8,-20
433,1.5,-28
398,1.3,-33
365,1.3,-38
334,1.6,-42
334,1.6,-42
320,1.2,-44
300,1.4,-48
279,1.1,-51
266,1.2,-53
243,1,-57
221,2.2,-55
200,2.4,-53
183,2.6,-53
167,3.4,-54
159,3.3,-54
150,3.1,-54
145,3.4,-54
138,3.1,-56
132,2.8,-56
126,3.1,-57
120,4.2,-56
109,5.2,-56
100,4.7,-57
94.8,5.2,-57
90.4,4.7,-56
86.2,5.3,-55
82.3,6.1,-54
78.5,6.4,-55
74.9,5.9,-57
71.4,6.3,-57
70,7.2,-57
68.1,8.4,-57
64.9,10.2,-56
53.8,13.5,-56
50,13.7,-57
46.6,13.6,-58
42.4,14.7,-54
40.5,15.4,-52
36.9,15.6,-51
33.6,15.2,-51
32.1,14.6,-52
30.7,14.3,-52
30,14,-52
28,13.3,-52
25.5,12.7,-51
24.3,13.6,-48
23.3,13.4,-49
21.2,12.1,-52
20,11.8,-53
17.6,12.1,-51
16.8,11,-50
16.1,9,-48
15.4,8.4,-46
14,7.9,-47
12.8,7.2,-48
11.7,7.3,-42
10.7,7.6,-40
10,7.3,-42
9,7.7,-43
9.4,7.1,-44
8.2,7.4,-40
7.2,6.4,-43
7,6.2,-43
6.9,6.1,-44
