
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2003-10-14,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,394,Broadmeadows,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A14983

#LOCATION
Latitude,Longitude,Height
-37.68,144.95,110

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2003-10-14,23:43:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
319.4,4,364.2,-0.991,361,0,0,Dobson,115

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80,,0.017,26.60,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
998,1.9,19
976,2.8,17
943,3.3,17
910,3.5,16
850,3.4,11
732,2.9,2
700,2.7,-2
537,2.1,-16
500,2.1,-20
386,1.8,-34
300,1.6,-49
283,1.6,-52
270,1.6,-55
258,1.8,-56
204,6.6,-53
200,6.5,-53
185,6.3,-53
177,5.9,-53
169,4.8,-52
150,7.4,-51
140,8.2,-49
134,5.2,-49
128,4.4,-49
117,6.4,-51
112,6.2,-51
107,5.7,-53
102,5.4,-55
100,5.9,-55
97.1,6.6,-55
92.6,9.7,-53
88.4,11,-54
84.4,11.2,-54
80.5,11.2,-54
76.9,11.9,-54
73.4,13,-53
70,13.5,-53
66.8,13.5,-54
60.9,14.9,-53
58.1,14.3,-53
55.5,15,-52
53,15.9,-52
50,16.3,-52
40.1,16.1,-52
38.3,15.8,-52
34.9,15.7,-51
33.4,15.8,-50
30,15,-50
30.4,15,-50
26.5,14.7,-49
24.2,13.5,-50
23.1,13.7,-49
22.1,13.4,-49
21.1,13.7,-48
20,13.5,-47
18.4,13.3,-47
16.8,12.2,-47
15.4,12,-46
14.7,11.5,-46
14,11.3,-45
12.8,9.7,-45
12.3,8.8,-46
11.7,8.6,-46
11.2,8.2,-46
10.7,8.4,-45
10.2,9.4,-45
10,8.9,-45
9.4,8.7,-45
9,8.4,-44
7.8,6.3,-45
