
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2003-01-23,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,394,Broadmeadows,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A12159

#LOCATION
Latitude,Longitude,Height
-37.68,144.95,110

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2003-01-23,00:22:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
236.3,4,287.2,-0.937,269,0,0,Dobson,115

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80,,0.038,26.6,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1010,.9,18
1000,1,17
953,1.2,13
919,3.6,16
857,6,16
850,5.5,16
827,3.7,14
798,2.8,13
770,3.2,12
742,2.7,10
700,2.9,7
641,2.4,3
595,2.3,-2
551,3,-6
531,2.9,-7
500,3.4,-10
454,3.5,-15
419,3,-19
402,2.7,-22
355,2.3,-29
326,1.4,-34
300,1.3,-38
286,1.3,-41
274,1.6,-44
218,1.3,-55
200,1.9,-57
198,2,-58
180,1.5,-60
164,1.8,-61
150,1.6,-62
141,1.5,-64
135,1.9,-64
122,2.1,-65
110,2.6,-68
100,4.2,-67
90.6,3.3,-68
86.1,3.2,-68
78,5.5,-66
74.2,5.7,-66
70.6,6,-66
70,6,-66
64,5.8,-67
60.9,6.6,-66
55.2,9.5,-61
50,9.8,-60
47.8,9.7,-61
41.3,11,-60
37.6,11.7,-57
35.8,11.2,-56
34.2,9.9,-57
32.6,9.9,-57
31.1,10.5,-55
30,12.1,-53
29.7,12.5,-53
27,13.7,-52
24.6,13.2,-51
22.5,12.7,-50
21.5,12.9,-49
20.5,13.7,-48
20,13.6,-47
18.7,13.2,-46
17.1,13,-45
16.4,12.5,-44
15.7,12.3,-44
12.5,10.9,-39
12,10.4,-39
10.5,9.3,-37
10,8.9,-35
9.3,8.4,-34
8.9,8,-34
8.1,7.5,-34
