
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2003-11-07,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,394,Broadmeadows,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A14998

#LOCATION
Latitude,Longitude,Height
-37.68,144.95,110

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2003-11-07,00:20:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
223.7,4,304,-1.043,317,0,0,Dobson,115

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80,,0.017,27.40,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1011,2,15
1000,2,14
988,1.9,13
920,2.1,7
850,3.4,10
824,3.3,9
795,4,8
766,3.9,6
739,3.1,5
700,2.3,2
661,2,-1
590,2.4,-6
567,2.2,-8
546,2.2,-10
500,2,-15
412,1.6,-27
379,2.1,-31
363,2,-34
348,1.8,-36
333,2,-38
300,1.7,-44
266,1.6,-51
242,1.9,-54
231,1.7,-56
220,1.9,-58
200,3.7,-58
174,3.1,-55
166,1.9,-56
150,2.3,-59
137,2.4,-61
131,2.7,-62
124,3.6,-63
118,4.9,-63
108,4,-63
100,4.5,-64
88.5,7,-62
84.3,6.7,-62
80.3,6.5,-63
76.4,7.3,-64
70,9.3,-62
60,11.3,-61
54.4,11.9,-60
50,11.7,-62
47.1,11.9,-62
44.9,10.8,-62
42.8,10.9,-59
40.8,12.3,-58
38.9,12.9,-56
37.1,13.5,-54
33.8,13.7,-55
32.2,13.9,-54
30,13.5,-55
29.3,13.6,-55
28,14,-53
25.5,13.9,-52
23.3,14.2,-51
22.2,13.4,-52
21.2,13.1,-52
20,13.2,-51
17.6,13.2,-50
16.8,13.3,-49
16.1,12.6,-48
15.4,12.3,-47
14.1,11.3,-46
