
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2003-10-31,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,394,Broadmeadows,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A15008

#LOCATION
Latitude,Longitude,Height
-37.68,144.95,110

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2003-10-31,00:41:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
352.2,4,410.7,-1,,0,0,Dobson,115

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80,,0.011,27.30,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
984,2.2,14
961,2.5,10
894,2.6,4
850,2.5,1
712,2.5,-7
700,2.4,-7
659,2,-10
609,2.4,-14
500,1.6,-27
457,2.2,-32
402,2.5,-40
384,4.1,-39
368,5.9,-38
337,6.3,-41
300,7.1,-43
270,8.2,-44
258,8.1,-44
247,8.4,-44
226,7.8,-44
216,7.9,-45
206,7.2,-45
200,5.9,-45
197,5.3,-44
188,7.4,-46
180,7.6,-47
172,7.3,-47
165,8.3,-47
157,9.7,-48
150,9.2,-47
144,8.4,-46
137,8.1,-47
131,7.3,-48
125,6.4,-50
120,6.2,-51
114,6.6,-50
109,7.4,-50
104,8.5,-50
100,9.6,-50
95.1,10.8,-50
90.8,10.4,-52
86.7,12.1,-51
82.8,12.9,-51
79.1,13.4,-51
72.1,12.3,-52
70,11.5,-52
68.8,11.1,-52
65.7,13,-52
62.7,13.1,-51
59.9,13.4,-52
57.2,14.9,-51
52.2,17.2,-50
50,16,-51
45.4,16.3,-50
41.4,16.3,-51
37.8,15.6,-52
32.9,15.5,-51
30,15.1,-51
26.1,15.3,-50
23.8,14.5,-50
22.8,15.2,-49
21.7,14.7,-49
20.8,15,-48
20,15.1,-47
19,14.2,-47
17.3,13.6,-47
16.6,12.9,-47
13.8,11.3,-46
13.2,11,-46
12.6,10.6,-46
10,9.6,-42
8.8,8.4,-40
