
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2003-01-30,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,394,Broadmeadows,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A12163

#LOCATION
Latitude,Longitude,Height
-37.68,144.95,110

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2003-01-30,01:00:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
243.0,4,274.9,-1.011,278,0,4,Dobson,115

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80,,0.009,26.59,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
987,2.7,28
966,3.2,26
850,3.1,16
700,2.6,7
653,2.4,4
562,2.2,-4
500,2,-6
397,1.6,-16
381,1.7,-18
300,1.4,-30
274,1.3,-36
200,1.1,-50
182,.7,-53
158,.6,-60
150,.6,-62
130,1.2,-66
124,1.5,-66
112,1.6,-68
100,1.9,-71
78.9,3.4,-68
75.1,4.1,-66
70,4.8,-66
68,5.1,-66
64.7,5.4,-66
58.8,8.6,-60
56,8.6,-61
53.4,8.9,-61
50,10,-60
44,11.6,-58
40,12.1,-57
36.4,11.9,-54
34.8,13.2,-53
30,14.3,-51
27.6,14.9,-49
26.4,14.6,-49
25.2,14.7,-49
21.9,13.7,-49
21,13.4,-49
20,12.8,-49
18.3,12.3,-48
17.5,12.5,-48
16.7,12.3,-48
16,11.8,-48
14.6,11.8,-47
13.3,11.3,-46
12.2,10.2,-44
11.1,9.4,-43
10,8.5,-42
9.3,8,-41
8.9,7.7,-41
8.5,7.4,-41
7.2,6,-36
7,5.8,-35
6.3,5.1,-33
5.8,4.8,-31
