
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2003-02-20,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,394,Broadmeadows,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A12154

#LOCATION
Latitude,Longitude,Height
-37.68,144.95,110

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2003-02-20,00:34:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
257.6,4,290.5,-0.929,270,0,0,Dobson,115

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80,,0.009,26.4,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1003,.7,20
1000,.7,20
947,3.5,20
914,3.8,17
850,5.7,16
822,5.1,14
765,3.6,9
700,2.8,5
661,2.8,3
637,2.1,2
613,1.9,0
547,2.9,-5
527,3.1,-6
500,2.3,-10
451,1.9,-13
384,1.7,-21
326,1.2,-28
300,1.2,-32
275,1,-37
252,1.3,-42
220,1.1,-49
200,.8,-55
183,.6,-60
174,.6,-62
158,1.2,-67
150,1.2,-69
123,2.1,-66
117,2.4,-66
106,2.3,-67
100,2.5,-67
91.2,3,-69
86.7,2.7,-68
82.5,3.5,-67
74.7,4.3,-66
70,5.1,-66
67.6,6,-65
58.4,7.9,-63
50,11.3,-58
48.1,11.9,-57
45.9,11.9,-55
41.8,12.6,-53
38.1,12.4,-52
34.7,13.2,-51
33.2,14.4,-49
31.7,14.4,-48
30.3,14.2,-49
30,14.3,-49
28.9,14.4,-49
26.4,13.7,-48
25.2,13.9,-48
24.1,15.3,-47
23,14.9,-47
22,14.2,-46
21,14.3,-45
20.1,13.5,-44
20,13.4,-44
19.2,12.9,-44
17.6,13.6,-42
16.8,13.5,-41
16.1,12.9,-40
15.4,12.3,-38
14.8,11.7,-38
14.1,11.5,-37
12.4,10.8,-35
11.9,10.4,-33
10,9,-30
8.9,7.9,-30
7.8,7,-26
7,6.2,-27
6.3,5.7,-29
5.8,5,-26
