
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2003-08-28,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,394,Broadmeadows,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A12148

#LOCATION
Latitude,Longitude,Height
-37.68,144.95,110

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2003-08-28,01:31:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
320.6,4,358.4,-0.954,342,0,0,Dobson,115
* used ozonesonde

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80,,0.029,26.60,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1015,2.4,12
1000,2.6,10
956,3.2,6
850,3.1,-2
793,3.1,-2
700,2.8,-7
655,2.8,-10
605,2.4,-15
559,2.6,-18
515,2.5,-22
500,2.2,-24
474,2,-27
436,2.3,-30
401,1.6,-34
384,1.6,-37
368,1.6,-39
352,1.7,-42
336,2.3,-43
300,1.5,-49
255,1.3,-57
232,2.5,-60
221,5.2,-56
200,5.7,-54
192,7.5,-54
183,7.5,-54
175,5.5,-54
159,4.7,-54
150,5.7,-53
145,6.1,-53
138,5.2,-53
132,5.2,-53
120,5.8,-56
110,4.9,-57
100,5.8,-57
95,10,-54
90.7,13.7,-52
86.6,11.1,-53
75.3,8.7,-54
70,9.6,-55
68.5,9.8,-55
65.4,11.2,-55
65.4,11.2,-55
59.6,13.9,-53
54.3,14.8,-54
50,16.1,-53
49.4,16.3,-52
45,16.3,-54
39.1,16.4,-53
32.5,15.4,-50
32.5,15.4,-50
31,15.5,-50
30,15.1,-50
27.1,15.2,-50
24.7,14.5,-46
22.6,13.2,-48
20.6,15.1,-45
20,14.9,-47
18.8,14.8,-48
18,13.8,-47
17.2,14.2,-46
16.4,13.8,-45
15.7,13.7,-44
14.4,12.4,-45
13.7,11.9,-46
12.6,10.7,-47
10,8.1,-43
8.4,6.4,-42
7,5.5,-38
