
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2003-10-23,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,394,Broadmeadows,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A10744

#LOCATION
Latitude,Longitude,Height
-37.68,144.95,110

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2003-10-23,01:37:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
322.3,4,365.3,-0.942,344,0,0,Dobson,115
* negative background recorded

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80,,-0.006,26.3,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
998,1.8,15
976,2.1,12
941,2.2,9
850,2.3,3
725,1.9,-5
700,2.1,-7
621,2.8,-12
574,2.5,-16
529,2,-21
500,2,-24
413,5.2,-28
396,5.2,-29
380,3.5,-31
364,3.2,-33
348,3.1,-35
334,4.4,-36
306,3.3,-41
300,3.4,-42
280,3.8,-45
268,3.3,-47
256,3.3,-47
244,4.2,-47
234,3.9,-48
200,6.7,-48
186,7.5,-47
178,7,-47
170,4.7,-47
162,4.4,-48
155,4.7,-48
150,4.4,-49
142,4.5,-49
123,3.3,-53
118,3.7,-53
107,4.7,-56
102,4.8,-55
100,5.5,-55
97.5,6.4,-55
88.7,6.3,-55
84.7,7.6,-55
80.8,8.9,-54
77.1,9.8,-55
73.6,8.8,-56
70,9.5,-57
66.9,11.9,-55
63.9,13.4,-53
58.2,14,-54
55.5,15.1,-54
50.6,16.8,-53
50,16.6,-53
48.3,16,-53
46.1,15.8,-53
44,15.2,-52
40.1,15.6,-52
38.3,16.2,-52
36.6,16.4,-51
34.9,16.2,-52
30,15.5,-51
27.7,15.1,-51
25.3,15.1,-50
22,14.4,-50
21,13.8,-50
20,13.7,-51
19.2,13.2,-50
18.3,12.9,-50
16.7,12.8,-50
16,12.4,-50
15.2,12.6,-49
15.2,12.6,-49
13.9,11.9,-48
12.7,11.2,-47
12.1,10.4,-47
11.6,9.9,-48
10.6,9,-46
10,8.5,-46
8.5,7.2,-46
8.1,7.2,-46
7.4,6.7,-43
7,6.3,-43
6.8,6.1,-43
