
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2003-08-06,ABM,1.0,Atmosphere Watch Section

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,394,Broadmeadows,AUS

#INSTRUMENT
Name,Model,Number
ECC,6A,6A10725

#LOCATION
Latitude,Longitude,Height
-37.68,144.95,110

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2003-08-06,00:48:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
324.2,4,358.9,-0.961,345,0,0,Dobson,115
* used ozonesonde

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
SPCECC-VaisalaRSA11-VaisalaRS80,,0.058,26.6,const_ib2,pump

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1002,1.9,9,7.2,357
1000,1.9,9,8,357
944,2.6,6,13,309
850,3.2,-1,15,268
754,2.9,-2,19,270
726,3.1,-4,19,275
700,2.9,-6,21,274
622,2.5,-13,25,278
598,2.6,-15,27,271
500,2,-25,33,273
412,1.7,-37,34,268
345,1.5,-46,35,272
330,1.6,-48,37,276
300,2.2,-48,43,269
288,2.8,-49,45,269
275,3,-49,43,267
240,7,-47,46,278
229,7.1,-46,48,277
219,6.8,-46,45,277
209,5.8,-47,44,281
200,6.3,-48,47,280
191,6.9,-48,46,275
174,6.8,-48,42,272
167,6.8,-48,42,278
159,5.1,-49,43,283
150,5.4,-51,42,283
145,5.8,-51,42,280
132,4.7,-53,39,282
126,5.2,-54,38,277
115,3.4,-56,36,282
105,4.1,-57,35,281
100,5.3,-58,36,283
95.2,6.1,-56,37,274
86.6,9.9,-54,29,290
82.7,10.2,-56,29,297
75.2,10.1,-57,35,289
71.7,10.6,-58,34,278
70,11.7,-56,30,278
62.3,15.4,-53,23,288
59.5,15.2,-54,21,285
56.8,15.5,-54,24,290
50,17.8,-52,17,287
47.1,18.4,-52,15,308
42.9,17.2,-55,17,310
40.9,15.8,-56,24,315
37.2,13.9,-57,31,297
33.9,15.1,-51,33,286
31,17,-42,18,302
30,16.9,-42,15,318
25.9,15.5,-49,12,341
23.6,13.9,-54,19,332
21.5,13.4,-53,22,298
20,13.4,-50,27,308
20.5,13.4,-51,27,303
17.9,13,-47,24,298
17.1,12.6,-46,23,290
16.3,12.6,-46,23,302
14.9,12.1,-46,22,297
14.3,10.6,-46,22,294
13.6,11.4,-48,29,311
12.5,9.5,-48,30,264
11.9,8.5,-47,30,274
10.9,8,-44,31,294
10.4,7.6,-42,27,288
10,7.1,-40,25,298
9.5,6.7,-38,21,316
9.1,6.8,-38
7,5.3,-39
6.7,5,-39
